ref_number,account_number,statement_date,amount,txn_type,memo,is_bank_originated_fee
TXN0004745,5356466031,2025-03-15,23878.56,Check Deposit,Check Deposit,False
TXN0001372,2276539708,2025-03-15,-25484.51,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0003429,3213413303,2025-05-19,-3844.08,Debit Card,POS Purchase,False
TXN0004637,7013643887,2025-05-29,-4094.53,Debit Card,POS PURCHASE,False
TXN0005541,6892190234,2025-01-27,-34986.30,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0004650,1616889874,2025-02-11,7327.17,Internal Transfer,ACCOUNT TRANSFER,False
TXN0002141,6274325136,2025-05-13,-42646.09,ACH Debit,Vendor Payment,False
TXN0004244,7026295096,2025-05-08,-22986.73,Wire Transfer,Incoming Wire,False
TXN0000767,2792419343,2025-05-29,-6836.22,Debit Card,POS Purchase,False
TXN0004387,9980113351,2025-01-22,-7234.25,ACH Debit,Vendor Payment,False
TXN0004277,9581008253,2025-02-06,-14660.40,Wire Transfer,OUTGOING WIRE,False
TXN0001547,4751763012,2025-02-13,-15976.52,ACH Debit,Vendor Payment,False
TXN0002408,9320484554,2025-02-10,-18205.74,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0005655,5051156901,2025-06-27,-2209.88,Wire Transfer,Outgoing Wire,False
TXN0004231,8458890313,2025-03-16,-34008.27,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0004040,8286687051,2025-04-18,34468.78,Check Deposit,Check Deposit,False
TXN0002120,4560605140,2025-05-18,-12467.79,ACH Debit,Vendor Payment,False
TXN0003032,5612763436,2025-03-27,-1423.47,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0005161,3734510891,2025-05-16,-8242.16,ACH Debit,Vendor Payment,False
TXN0001586,1795395347,2025-05-15,-36401.61,ACH Debit,VENDOR PAYMENT,False
TXN0001191,4841782732,2025-04-30,-30508.91,Wire Transfer,Outgoing Wire,False
TXN0003952,4842490372,2025-04-22,14279.84,Check Deposit,Check Deposit,False
TXN0001132,8024877642,2025-04-06,-13374.69,Wire Transfer,Incoming Wire,False
TXN0003548,2290228734,2025-06-30,-4037.91,ACH Debit,Vendor Payment,False
TXN0005592,8269703631,2025-06-18,5876.65,ACH Credit,Payroll Deposit,False
TXN0000025,6671052181,2025-01-10,22724.75,ACH Credit,Payroll Deposit,False
TXN0005569,8532335222,2025-06-18,-4535.77,Debit Card,POS Purchase,False
TXN0000704,7748064476,2025-03-23,-3244.10,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0000806,6836614116,2025-05-01,32310.04,Check Deposit,Check Deposit,False
TXN0003196,4833961633,2025-06-25,38701.16,Check Deposit,Check Deposit,False
TXN0003775,6402972495,2025-04-28,14994.87,ACH Debit,Vendor Payment,False
TXN0002710,4254788358,2025-03-05,-17650.69,ATM Withdrawal,ATM CASH WITHDRAWAL,False
TXN0001607,6202073653,2025-06-08,-18574.29,Wire Transfer,Outgoing Wire,False
TXN0004935,4847665685,2025-03-06,-27281.57,Internal Transfer,Account Transfer,False
TXN0004302,8474088798,2025-02-06,28793.78,ACH Credit,Payroll Deposit,False
TXN0005547,7880259937,2025-02-27,-32619.51,Wire Transfer,Incoming Wire,False
TXN0004236,4936724744,2025-06-13,34687.92,Check Deposit,Check Deposit,False
TXN0004357,8863150494,2025-05-31,10019.90,Check Deposit,Check Deposit,False
TXN0001619,8418798847,2025-04-30,-31323.06,ACH Debit,Vendor Payment,False
TXN0000989,9177367893,2025-05-17,-33130.86,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0000055,6699704676,2025-06-02,-19858.11,ACH Debit,Vendor Payment,False
TXN0005613,1294862985,2025-06-25,-4044.73,ACH Debit,Vendor Payment,False
TXN0000975,3612526541,2025-05-26,-33897.51,Wire Transfer,Incoming Wire,False
TXN0001735,6725261464,2025-03-12,-28421.39,Wire Transfer,INCOMING WIRE,False
TXN0005945,1675160099,2025-06-04,12619.26,Check Deposit,CHECK DEPOSIT,False
TXN0004597,3462920726,2025-03-14,33195.01,ACH Credit,Payroll Deposit,False
TXN0002489,8834415913,2025-05-09,-29295.07,ATM Withdrawal,ATM CASH WITHDRAWAL,False
TXN0003165,8967767879,2025-04-29,-14470.05,Wire Transfer,Incoming Wire,False
TXN0003477,8571082807,2025-06-20,-19966.11,Internal Transfer,ACCOUNT TRANSFER,False
TXN0004331,2033065903,2025-04-29,12493.18,ACH Credit,PAYROLL DEPOSIT,False
TXN0004926,8880655968,2025-02-07,-32303.82,Wire Transfer,Incoming Wire,False
TXN0004157,4917085037,2025-06-15,-5950.04,Wire Transfer,Outgoing Wire,False
TXN0002052,2017434840,2025-04-28,34561.92,Check Deposit,CHECK DEPOSIT,False
TXN0004617,4806686598,2025-05-08,10384.64,Internal Transfer,Account Transfer,False
TXN0005279,1353155794,2025-03-04,8274.12,Internal Transfer,Account Transfer,False
TXN0000940,2301750470,2025-06-04,-11785.77,Wire Transfer,Outgoing Wire,False
TXN0000236,4450398819,2025-04-26,-8117.97,ACH Debit,Vendor Payment,False
TXN0000632,8346340764,2025-01-28,30584.13,Check Deposit,Check Deposit,False
TXN0000873,1841280030,2025-06-20,-13703.92,Internal Transfer,Account Transfer,False
TXN0003110,8820399510,2025-06-24,23574.35,Wire Transfer,Incoming Wire,False
TXN0003487,8016987348,2025-03-04,-31305.50,ACH Debit,Vendor Payment,False
TXN0002303,7378510707,2025-02-23,-17101.41,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0003232,5610388917,2025-06-10,-26167.83,Debit Card,POS Purchase,False
TXN0001920,4857233664,2025-06-16,-2645.27,ACH Debit,Vendor Payment,False
TXN0003414,4963357721,2025-02-23,-27345.54,Wire Transfer,INCOMING WIRE,False
TXN0003205,8728329631,2025-04-18,-29005.07,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0003387,9495937134,2025-06-30,-40284.34,Debit Card,POS Purchase,False
TXN0002548,4513438691,2025-01-20,-40775.23,Debit Card,POS Purchase,False
TXN0005621,5511560432,2025-02-12,28696.47,Internal Transfer,ACCOUNT TRANSFER,False
TXN0005825,7344888604,2025-01-02,9514.37,Check Deposit,Check Deposit,False
TXN0003500,6228853430,2025-06-15,1424.53,ACH Credit,PAYROLL DEPOSIT,False
TXN0004743,6565874946,2025-05-13,21878.21,ACH Credit,Payroll Deposit,False
TXN0005248,4789987477,2025-01-18,40144.19,ACH Credit,Payroll Deposit,False
TXN0002697,5337109552,2025-01-03,-15434.76,ACH Debit,VENDOR PAYMENT,False
TXN0005651,2785786863,2025-05-13,-38530.70,ACH Debit,Vendor Payment,False
TXN0002562,4626356889,2025-06-07,-41530.78,Debit Card,POS Purchase,False
TXN0004379,2181358245,2025-06-21,-16178.94,Debit Card,POS Purchase,False
TXN0000582,8864005665,2025-01-31,14881.62,Internal Transfer,ACCOUNT TRANSFER,False
TXN0004022,4093144851,2025-01-01,-13016.19,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0001100,5336343133,2025-01-17,-36244.61,ATM Withdrawal,ATM CASH WITHDRAWAL,False
TXN0005220,5982214668,2025-01-19,-17579.41,Wire Transfer,Outgoing Wire,False
TXN0000402,9314083071,2025-03-31,-308.43,Wire Transfer,Outgoing Wire,False
TXN0005576,4477084628,2025-05-26,-25032.86,Wire Transfer,INCOMING WIRE,False
TXN0001884,4724838996,2025-04-15,9371.37,Check Deposit,CHECK DEPOSIT,False
TXN0002200,2181926235,2025-06-29,12101.94,ACH Credit,PAYROLL DEPOSIT,False
TXN0001822,2692481286,2025-01-22,-29868.57,Wire Transfer,OUTGOING WIRE,False
TXN0003956,9883263508,2025-02-20,16576.15,ACH Debit,Vendor Payment,False
TXN0003885,9581440848,2025-01-13,-22373.29,Debit Card,POS Purchase,False
TXN0000904,6444256361,2025-03-17,-33182.01,ACH Debit,Vendor Payment,False
TXN0001505,6563800193,2025-03-16,-10936.73,Wire Transfer,Incoming Wire,False
TXN0004644,6082752306,2025-03-16,-41832.00,Wire Transfer,INCOMING WIRE,False
TXN0004484,1168910411,2025-01-22,12883.32,Wire Transfer,Outgoing Wire,False
TXN0003343,7535814289,2025-06-23,-30111.26,Wire Transfer,Outgoing Wire,False
FEE00137,1621803512,2025-02-05,40.74,Interest Payment,Interest Credit,True
TXN0003784,9454294290,2025-06-08,-18311.42,Wire Transfer,INCOMING WIRE,False
TXN0000476,1277079339,2025-03-10,11074.10,Internal Transfer,Account Transfer,False
TXN0002499,4773923621,2025-04-02,31251.53,ACH Credit,Payroll Deposit,False
TXN0002173,1893778431,2025-01-07,5752.62,Internal Transfer,Account Transfer,False
TXN0000858,1546763730,2025-04-24,-36075.49,Debit Card,POS PURCHASE,False
TXN0005852,6923747815,2025-03-24,-27718.49,Wire Transfer,Incoming Wire,False
TXN0005782,1204372081,2025-06-02,15083.29,Internal Transfer,ACCOUNT TRANSFER,False
TXN0003095,8458832531,2025-02-01,-42295.61,Debit Card,POS Purchase,False
FEE00062,7546452770,2025-06-13,-26.21,Service Charge,Monthly Maintenance Fee,True
TXN0003510,2956866066,2025-03-30,-14586.38,ATM Withdrawal,ATM CASH WITHDRAWAL,False
TXN0002656,8792779316,2025-01-22,13200.90,ACH Credit,Payroll Deposit,False
TXN0005688,9924248871,2025-01-23,-6490.72,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0002726,9039057495,2025-04-09,6601.15,Check Deposit,Check Deposit,False
TXN0001923,4985411784,2025-05-14,-41851.98,Internal Transfer,Account Transfer,False
TXN0000301,7618886593,2025-02-25,38277.35,ACH Credit,Payroll Deposit,False
TXN0002419,4868544667,2025-04-12,30399.68,Check Deposit,Check Deposit,False
TXN0005710,8800603547,2025-06-05,-40803.00,Debit Card,POS Purchase,False
TXN0003069,7579660033,2025-05-23,-15882.59,Internal Transfer,Account Transfer,False
FEE00087,7315578530,2025-04-27,-36.61,Service Charge,Wire Fee,True
TXN0000202,1339572328,2025-06-14,-30861.48,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0001647,9074524728,2025-01-20,-15061.01,ACH Debit,Vendor Payment,False
TXN0003480,8572864210,2025-06-28,35857.72,Check Deposit,Check Deposit,False
TXN0005996,6850608478,2025-03-22,-39010.96,Internal Transfer,Account Transfer,False
TXN0003212,4598303623,2025-01-27,-38419.38,Wire Transfer,OUTGOING WIRE,False
TXN0005827,8496066181,2025-04-01,-17091.81,Debit Card,POS Purchase,False
TXN0003562,5533867984,2025-05-17,-6036.99,ACH Debit,VENDOR PAYMENT,False
TXN0000974,4530149662,2025-02-05,-34824.05,Debit Card,POS PURCHASE,False
TXN0004214,3589980390,2025-02-12,-35673.98,Debit Card,POS Purchase,False
TXN0004658,3752290119,2025-06-04,30253.58,ACH Credit,Payroll Deposit,False
TXN0004671,9644628517,2025-01-20,-1911.52,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0000130,9556847957,2025-01-18,14064.15,Internal Transfer,ACCOUNT TRANSFER,False
TXN0001163,8034651730,2025-04-12,17858.71,ACH Credit,Payroll Deposit,False
TXN0001877,2163450131,2025-04-01,-9142.88,ACH Debit,VENDOR PAYMENT,False
TXN0004463,6582301748,2025-03-10,-21066.26,ACH Debit,Vendor Payment,False
TXN0004766,3956689744,2025-04-30,-26968.47,Wire Transfer,Outgoing Wire,False
TXN0004164,6613464399,2025-05-17,-11862.47,Internal Transfer,Account Transfer,False
TXN0003973,5109262133,2025-01-22,-24577.94,Debit Card,POS Purchase,False
TXN0005320,8952708012,2025-02-15,-21864.66,Wire Transfer,OUTGOING WIRE,False
TXN0002030,9160426651,2025-03-29,-31309.74,ATM Withdrawal,ATM CASH WITHDRAWAL,False
TXN0000398,1400996651,2025-04-25,23647.59,Check Deposit,CHECK DEPOSIT,False
TXN0005724,1548818135,2025-05-20,-10186.91,Debit Card,POS PURCHASE,False
TXN0005678,1239668107,2025-02-17,10973.65,Internal Transfer,Account Transfer,False
TXN0002833,1367992190,2025-05-08,7420.88,ACH Credit,Payroll Deposit,False
TXN0005035,8932213335,2025-04-11,-10484.97,Wire Transfer,Outgoing Wire,False
TXN0000690,3196649758,2025-01-22,-15878.02,ACH Debit,Vendor Payment,False
TXN0000047,4033990956,2025-02-22,20519.60,ACH Credit,Payroll Deposit,False
TXN0001044,9972246134,2025-06-21,-15165.87,ACH Debit,Vendor Payment,False
TXN0003219,9719056747,2025-06-28,-34971.66,ACH Debit,Vendor Payment,False
TXN0005411,6485899596,2025-03-29,-21584.27,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0003579,5755641237,2025-05-20,-15222.41,Wire Transfer,Incoming Wire,False
TXN0004386,9255724058,2025-03-29,3395.98,Check Deposit,CHECK DEPOSIT,False
TXN0005091,8776448268,2025-04-06,9518.75,ACH Credit,Payroll Deposit,False
TXN0004741,6283830837,2025-05-16,-24194.06,Debit Card,POS Purchase,False
TXN0005894,8377285129,2025-05-07,-31936.42,Wire Transfer,Incoming Wire,False
TXN0005224,5153280522,2025-02-03,4633.15,ACH Credit,Payroll Deposit,False
TXN0003435,3710367832,2025-01-23,2890.97,ACH Credit,Payroll Deposit,False
TXN0000549,4917324244,2025-02-13,-4200.21,ACH Debit,Vendor Payment,False
TXN0001792,2166440344,2025-05-01,-31614.76,Debit Card,POS Purchase,False
TXN0003963,3049156198,2025-03-12,-29942.99,Wire Transfer,Outgoing Wire,False
TXN0003018,4252726083,2025-06-29,23828.12,ACH Credit,Payroll Deposit,False
TXN0002171,4762637528,2025-06-07,28958.56,ACH Credit,Payroll Deposit,False
TXN0004315,5171240673,2025-03-30,-25881.22,ACH Debit,Vendor Payment,False
TXN0001791,5716084758,2025-05-08,1519.72,ACH Credit,Payroll Deposit,False
TXN0001012,3481112314,2025-04-03,37740.91,ACH Credit,PAYROLL DEPOSIT,False
TXN0005814,6035604974,2025-01-02,12404.48,Check Deposit,CHECK DEPOSIT,False
TXN0005864,7003625421,2025-06-28,-37638.57,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0002671,6529216122,2025-02-15,-1206.17,Wire Transfer,Outgoing Wire,False
TXN0004832,8107959944,2025-02-13,-14782.23,Wire Transfer,INCOMING WIRE,False
TXN0003314,9691343448,2025-06-22,27530.27,ACH Credit,Payroll Deposit,False
TXN0000297,6994638775,2025-01-24,-88.02,Wire Transfer,Incoming Wire,False
TXN0005746,3971296600,2025-05-05,-34567.75,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0002899,7687532064,2025-02-17,38754.79,Check Deposit,Check Deposit,False
TXN0002253,4169062075,2025-01-17,38577.29,ACH Credit,Payroll Deposit,False
TXN0004276,7705800797,2025-06-19,28601.29,Check Deposit,Check Deposit,False
TXN0004797,8290193794,2025-04-25,21887.87,Check Deposit,Check Deposit,False
TXN0001466,6638437562,2025-06-27,31170.42,ACH Credit,Payroll Deposit,False
TXN0002316,8221446014,2025-04-17,-3434.31,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0001858,8095351983,2025-05-19,-6135.38,Wire Transfer,Incoming Wire,False
TXN0004145,9762865421,2025-05-25,-254.68,ACH Debit,VENDOR PAYMENT,False
TXN0002684,7070195292,2025-03-07,-43146.68,Wire Transfer,Outgoing Wire,False
TXN0001610,1551377661,2025-05-04,36804.67,ACH Credit,PAYROLL DEPOSIT,False
TXN0003858,5594596318,2025-05-26,-24966.70,Wire Transfer,Incoming Wire,False
TXN0001906,1247552305,2025-01-11,24210.56,Check Deposit,Check Deposit,False
TXN0001827,6065265742,2025-02-17,32865.43,ACH Credit,PAYROLL DEPOSIT,False
TXN0005376,3240728687,2025-06-02,20087.17,ACH Credit,Payroll Deposit,False
TXN0001882,4251544058,2025-04-20,-29466.84,ATM Withdrawal,ATM CASH WITHDRAWAL,False
TXN0001819,8731449753,2025-04-27,-13655.41,Debit Card,POS Purchase,False
TXN0000388,7311452953,2025-01-24,43809.03,ACH Debit,Vendor Payment,False
TXN0005206,2028139770,2025-03-19,-9233.13,Wire Transfer,Incoming Wire,False
FEE00060,8619013342,2025-03-21,-59.19,Service Charge,NSF Fee,True
TXN0005813,6188739777,2025-05-10,-35003.03,ACH Debit,Vendor Payment,False
TXN0001041,5695280990,2025-06-22,-9988.02,ACH Debit,Vendor Payment,False
TXN0003318,2070035963,2025-01-21,-41985.77,Wire Transfer,OUTGOING WIRE,False
TXN0004432,9975463678,2025-03-10,36493.76,ACH Credit,Payroll Deposit,False
TXN0002307,1540656574,2025-03-22,-18943.17,Wire Transfer,OUTGOING WIRE,False
TXN0005058,8802068817,2025-01-08,9924.63,Check Deposit,Check Deposit,False
TXN0001239,9178300104,2025-04-17,-22677.15,Debit Card,POS Purchase,False
TXN0005883,5385589197,2025-04-16,4013.06,Check Deposit,Check Deposit,False
TXN0003905,1677160676,2025-06-21,-28179.83,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0005901,2119909896,2025-05-26,-17747.79,Wire Transfer,INCOMING WIRE,False
TXN0001912,9811169485,2025-05-24,-37031.09,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0000860,3364848214,2025-03-31,-25279.44,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0002640,1133187628,2025-02-26,-28158.80,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0004774,1230197991,2025-04-17,-42110.26,Debit Card,POS Purchase,False
TXN0004896,2493074759,2025-04-05,-18013.36,Debit Card,POS Purchase,False
TXN0001105,1941609773,2025-02-20,-13181.37,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0000171,2673591367,2025-02-11,-24481.88,Wire Transfer,Outgoing Wire,False
TXN0004334,2874355442,2025-03-08,-9100.39,ACH Debit,Vendor Payment,False
TXN0002346,2333914947,2025-02-06,-11494.03,Wire Transfer,Outgoing Wire,False
TXN0004541,5357489602,2025-03-29,-23183.39,ACH Debit,Vendor Payment,False
TXN0000165,7811056430,2025-06-16,-37050.56,Wire Transfer,Incoming Wire,False
TXN0002768,9257992545,2025-02-02,-39827.01,Wire Transfer,Incoming Wire,False
TXN0000114,9201724189,2025-03-11,30762.07,ACH Credit,PAYROLL DEPOSIT,False
TXN0003357,1025086386,2025-03-12,-14108.70,Wire Transfer,Incoming Wire,False
TXN0004605,2863965947,2025-06-18,-40647.10,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0002543,8678408882,2025-03-26,27171.99,Check Deposit,CHECK DEPOSIT,False
TXN0000543,5615463340,2025-06-28,4600.16,Check Deposit,Check Deposit,False
TXN0003795,1865145848,2025-05-30,14900.83,Check Deposit,Check Deposit,False
TXN0002698,7473286705,2025-01-29,-26279.62,Wire Transfer,INCOMING WIRE,False
TXN0000670,1883857707,2025-06-10,41351.13,ACH Credit,Payroll Deposit,False
TXN0004384,3350347340,2025-05-31,-9921.95,Wire Transfer,INCOMING WIRE,False
TXN0002644,3469714075,2025-04-20,44105.32,Check Deposit,Check Deposit,False
TXN0005668,2879954994,2025-05-20,-31688.96,Wire Transfer,Incoming Wire,False
FEE00071,7319236210,2025-06-30,-64.22,Service Charge,Wire Fee,True
TXN0000548,3391644997,2025-04-09,7553.44,Check Deposit,Check Deposit,False
TXN0000056,2066462799,2025-06-23,-1109.67,Debit Card,POS PURCHASE,False
TXN0002892,2478309813,2025-04-16,-10395.12,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0001799,2347081522,2025-07-02,-25128.28,Wire Transfer,INCOMING WIRE,False
TXN0004971,3440912729,2025-01-04,852.61,Check Deposit,Check Deposit,False
TXN0000636,7938455364,2025-05-06,-37779.71,Internal Transfer,Account Transfer,False
TXN0000132,1879121024,2025-01-28,-33942.16,Wire Transfer,Outgoing Wire,False
TXN0001245,2942374848,2025-05-15,-8263.93,ACH Debit,Vendor Payment,False
TXN0001597,5674322521,2025-03-11,-17682.12,Debit Card,POS Purchase,False
TXN0004799,9101423288,2025-05-12,-14621.40,ACH Debit,Vendor Payment,False
TXN0001314,9335697681,2025-05-21,28811.22,Check Deposit,Check Deposit,False
TXN0005346,1660345562,2025-03-22,-16208.43,ATM Withdrawal,ATM CASH WITHDRAWAL,False
TXN0004305,3105135703,2025-01-11,41838.17,Check Deposit,Check Deposit,False
TXN0002603,6631477020,2025-02-01,-39799.13,Debit Card,POS Purchase,False
TXN0002612,2813567061,2025-06-15,6212.04,ACH Credit,PAYROLL DEPOSIT,False
TXN0002949,5008278820,2025-02-11,42251.98,ACH Credit,PAYROLL DEPOSIT,False
TXN0003528,1641952334,2025-03-05,-9775.17,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0002101,2145042949,2025-06-16,27645.47,Check Deposit,Check Deposit,False
TXN0004042,6440153931,2025-03-13,17349.59,ACH Credit,Payroll Deposit,False
TXN0004294,3365306906,2025-06-20,-13379.93,ACH Debit,VENDOR PAYMENT,False
TXN0001596,5288620289,2025-02-23,-514.38,Wire Transfer,Outgoing Wire,False
TXN0001127,7206042126,2025-06-12,-17057.43,Wire Transfer,Outgoing Wire,False
TXN0005123,3642537891,2025-04-11,-24098.42,ATM Withdrawal,ATM CASH WITHDRAWAL,False
TXN0000441,1415961997,2025-02-12,29168.18,Check Deposit,Check Deposit,False
TXN0001563,9280733482,2025-02-15,31196.46,Internal Transfer,Account Transfer,False
TXN0000986,6153526031,2025-03-09,-14984.80,Wire Transfer,Outgoing Wire,False
TXN0004718,5725695302,2025-02-21,-20914.16,Wire Transfer,OUTGOING WIRE,False
TXN0004532,6819506485,2025-06-09,2927.09,ACH Credit,Payroll Deposit,False
TXN0001652,5161647665,2025-03-17,-14419.54,Debit Card,POS Purchase,False
TXN0003322,4532483206,2025-06-22,-32719.34,Wire Transfer,Outgoing Wire,False
TXN0004579,7403130630,2025-06-01,44800.68,Check Deposit,Check Deposit,False
TXN0000936,3408935462,2025-03-03,-33275.15,ACH Debit,Vendor Payment,False
TXN0003677,9391649609,2025-02-03,16064.68,Internal Transfer,Account Transfer,False
TXN0000455,8106901099,2025-03-13,-21337.15,Internal Transfer,ACCOUNT TRANSFER,False
TXN0004830,1162941223,2025-05-09,19755.09,ACH Credit,PAYROLL DEPOSIT,False
TXN0001216,1704039075,2025-05-14,-16386.85,ACH Debit,Vendor Payment,False
TXN0002689,3622150729,2025-05-21,-23387.92,Internal Transfer,ACCOUNT TRANSFER,False
TXN0004134,5173021652,2025-03-15,35577.30,ACH Credit,PAYROLL DEPOSIT,False
TXN0001717,6538545037,2025-03-29,35967.48,Check Deposit,Check Deposit,False
TXN0001402,6096264696,2025-06-11,-39041.55,Wire Transfer,Outgoing Wire,False
TXN0000645,9202508454,2025-06-18,39889.42,Check Deposit,CHECK DEPOSIT,False
FEE00110,8436360981,2025-01-10,-72.32,Service Charge,Wire Fee,True
TXN0004786,5527612768,2025-02-20,38544.71,ACH Credit,Payroll Deposit,False
TXN0002186,1690850715,2025-01-09,-8351.72,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0002814,9720484415,2025-06-07,-32550.53,Wire Transfer,INCOMING WIRE,False
TXN0001122,5872955782,2025-03-21,17120.58,ACH Credit,Payroll Deposit,False
TXN0003171,3750779867,2025-04-08,20132.38,ACH Debit,Vendor Payment,False
TXN0002165,6056169644,2025-02-08,-37097.51,Debit Card,POS Purchase,False
TXN0004399,1070086464,2025-05-15,-27798.05,Wire Transfer,Incoming Wire,False
TXN0002830,8173003374,2025-02-04,-10239.62,Wire Transfer,INCOMING WIRE,False
TXN0003055,6535826837,2025-05-28,6205.66,Check Deposit,Check Deposit,False
TXN0002859,1831486065,2025-04-25,-41427.58,Debit Card,POS PURCHASE,False
TXN0003039,3501202262,2025-06-01,-4626.46,Wire Transfer,Incoming Wire,False
TXN0003752,7001838675,2025-03-17,3001.98,Internal Transfer,ACCOUNT TRANSFER,False
TXN0001651,3080540739,2025-03-18,-29438.81,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0002577,1062842983,2025-05-31,3078.14,Wire Transfer,Incoming Wire,False
TXN0000262,1530119624,2025-05-23,-4080.01,Debit Card,POS PURCHASE,False
TXN0000899,7795278739,2025-04-10,35253.70,ACH Credit,PAYROLL DEPOSIT,False
TXN0005122,9327825884,2025-05-25,-32948.48,ACH Debit,VENDOR PAYMENT,False
TXN0002344,6189423650,2025-04-28,-3642.98,Internal Transfer,Account Transfer,False
TXN0005736,5330515406,2025-03-02,-10483.65,ACH Debit,Vendor Payment,False
TXN0001097,4764707759,2025-04-27,25581.55,ACH Credit,PAYROLL DEPOSIT,False
TXN0001060,4854027609,2025-03-23,-12379.42,ACH Debit,VENDOR PAYMENT,False
TXN0000598,3671823991,2025-05-01,16249.17,Debit Card,POS Purchase,False
TXN0000998,8272198499,2025-04-28,-8177.18,Wire Transfer,Incoming Wire,False
TXN0005583,9979849273,2025-02-06,19451.51,Check Deposit,Check Deposit,False
TXN0005491,5373203170,2025-02-03,13162.56,ACH Credit,Payroll Deposit,False
TXN0001748,3947593041,2025-02-19,-25734.08,Wire Transfer,Incoming Wire,False
TXN0001113,7873819927,2025-04-14,-17269.65,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0003202,7572842063,2025-04-02,36769.18,ACH Credit,PAYROLL DEPOSIT,False
TXN0002858,6823868088,2025-04-08,-16733.58,ATM Withdrawal,ATM CASH WITHDRAWAL,False
TXN0001683,4662901298,2025-04-16,11125.43,Check Deposit,Check Deposit,False
TXN0003188,7774130097,2025-01-14,-40431.66,Wire Transfer,OUTGOING WIRE,False
TXN0003213,1434387760,2025-06-13,-28869.64,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0005530,2199958465,2025-04-23,-3446.89,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0005976,1275248397,2025-06-16,-44495.35,Debit Card,POS Purchase,False
TXN0003183,8541383544,2025-05-21,-44136.49,Internal Transfer,ACCOUNT TRANSFER,False
TXN0004060,6335241734,2025-05-09,-39701.78,Wire Transfer,Outgoing Wire,False
TXN0004696,4083427278,2025-05-09,-21046.32,Internal Transfer,ACCOUNT TRANSFER,False
TXN0001344,9059463269,2025-02-20,-9410.99,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0004944,6822139685,2025-02-01,-6499.17,Internal Transfer,ACCOUNT TRANSFER,False
TXN0005326,9449774023,2025-03-13,36467.00,Check Deposit,Check Deposit,False
TXN0002912,7434736821,2025-05-06,-16534.48,Wire Transfer,Outgoing Wire,False
TXN0001397,9131377472,2025-06-17,24236.54,ACH Credit,Payroll Deposit,False
TXN0004523,2435086113,2025-03-26,-23504.82,Wire Transfer,Outgoing Wire,False
TXN0005489,8190341044,2025-06-12,-6006.19,ACH Debit,VENDOR PAYMENT,False
TXN0003295,6420591152,2025-04-10,-16228.33,Debit Card,POS Purchase,False
TXN0000752,5454669226,2025-05-11,5301.38,Debit Card,POS PURCHASE,False
TXN0000356,5445794898,2025-04-21,-4789.45,Wire Transfer,Incoming Wire,False
TXN0002977,6988050863,2025-04-23,-34575.06,Debit Card,POS Purchase,False
TXN0001641,8036289141,2025-04-17,20778.10,Check Deposit,Check Deposit,False
TXN0003308,7843521059,2025-03-29,-30733.00,Wire Transfer,Outgoing Wire,False
TXN0003331,1924625953,2025-01-23,-44976.73,Wire Transfer,Outgoing Wire,False
TXN0003913,6223571177,2025-04-13,-44289.05,Wire Transfer,Outgoing Wire,False
TXN0001579,9884471032,2025-01-15,-26289.56,Debit Card,POS PURCHASE,False
TXN0003495,3261734826,2025-05-17,28163.80,ACH Credit,PAYROLL DEPOSIT,False
TXN0002782,6443601303,2025-06-04,30622.98,ACH Credit,Payroll Deposit,False
FEE00054,4035889882,2025-02-22,-18.96,Service Charge,Wire Fee,True
TXN0005950,2874343674,2025-05-18,-8009.85,Wire Transfer,Outgoing Wire,False
TXN0003790,7386035791,2025-01-05,-7786.96,Wire Transfer,Incoming Wire,False
TXN0000348,2797695751,2025-01-07,5352.80,Check Deposit,Check Deposit,False
