txn_ref,account_number,ledger_amount,bank_amount,ledger_date,bank_date,category,note
TXN0003098,8025279747,-13398.48,-13398.48,2025-04-25,2025-04-28,Reconciled (Timing Difference),"Posted 3 day(s) apart -- in-transit item, not an error."
TXN0000911,1451241003,-32391.10,-32391.10,2025-02-27,2025-03-01,Reconciled (Timing Difference),"Posted 2 day(s) apart -- in-transit item, not an error."
TXN0001720,8849688858,-38016.16,-38016.16,2025-04-14,2025-04-15,Reconciled (Timing Difference),"Posted 1 day(s) apart -- in-transit item, not an error."
TXN0000874,6976218876,22890.89,22890.89,2025-05-20,2025-05-20,Reconciled,
TXN0002099,6676926054,-30551.30,-30551.30,2025-03-27,2025-03-27,Reconciled,
TXN0000020,7978361273,-1441.07,-1441.07,2025-06-05,2025-06-05,Reconciled,
TXN0002766,1375853978,-28978.18,-28978.18,2025-06-21,2025-06-21,Reconciled,
TXN0000948,7571256392,16176.76,16176.76,2025-01-12,2025-01-12,Reconciled,
TXN0002062,6476474890,36002.50,36002.50,2025-03-24,2025-03-24,Reconciled,
TXN0000942,4029885588,-14461.76,-14461.76,2025-06-10,2025-06-10,Reconciled,
TXN0000336,2680593283,-21683.21,-21683.21,2025-05-12,2025-05-12,Reconciled,
TXN0004066,4996821846,-43331.47,-43331.47,2025-04-23,2025-04-25,Reconciled (Timing Difference),"Posted 2 day(s) apart -- in-transit item, not an error."
TXN0002008,7612563887,-20753.99,-20753.99,2025-03-16,2025-03-16,Reconciled,
TXN0005727,1615942807,-30364.30,-30364.30,2025-01-01,2025-01-03,Reconciled (Timing Difference),"Posted 2 day(s) apart -- in-transit item, not an error."
TXN0001053,3169647014,39846.96,,2025-01-12,,Ledger-Only (Investigate),No matching bank record found for this ledger entry.
TXN0000026,1150771832,-41222.42,-41222.42,2025-05-01,2025-05-01,Reconciled,
TXN0001139,4610820995,-9940.21,-9940.21,2025-02-17,2025-02-17,Reconciled,
TXN0000247,8423929954,-26203.05,-26203.05,2025-01-14,2025-01-14,Reconciled,
TXN0002344,6189423650,-3642.98,-3642.98,2025-04-28,2025-04-28,Reconciled,
TXN0002572,3521198349,-39106.74,-39106.74,2025-04-13,2025-04-13,Reconciled,
TXN0005632,7986201716,31412.31,31624.66,2025-03-21,2025-03-21,Amount Discrepancy (Investigate),"Ledger 31412.31 vs bank 31624.66, diff -212.35."
TXN0004872,5911449613,22329.85,22329.85,2025-03-10,2025-03-10,Reconciled,
TXN0000160,8574523973,28120.97,,2025-05-22,,Ledger-Only (Investigate),No matching bank record found for this ledger entry.
TXN0003038,6306222401,15180.21,15180.21,2025-01-17,2025-01-17,Reconciled,
TXN0000159,2727827825,3868.69,3868.69,2025-02-27,2025-02-27,Reconciled,
TXN0003926,5154897676,12910.22,12910.22,2025-06-11,2025-06-14,Reconciled (Timing Difference),"Posted 3 day(s) apart -- in-transit item, not an error."
TXN0001564,8026375182,9087.72,9087.72,2025-04-27,2025-04-27,Reconciled,
TXN0003168,7245700096,-30774.87,-30774.87,2025-03-16,2025-03-16,Reconciled,
TXN0003148,7045075330,17122.19,17122.19,2025-06-20,2025-06-20,Reconciled,
TXN0005749,7957329925,-30683.23,-30683.23,2025-03-06,2025-03-08,Reconciled (Timing Difference),"Posted 2 day(s) apart -- in-transit item, not an error."
TXN0004356,6841410573,-35353.84,-35353.84,2025-04-20,2025-04-20,Reconciled,
TXN0000331,5766948208,-9030.48,-9030.48,2025-05-06,2025-05-06,Reconciled,
TXN0004272,8571576505,-10355.42,-10355.42,2025-06-01,2025-06-01,Reconciled,
TXN0002046,1521271742,-3521.97,-3521.97,2025-05-27,2025-05-27,Reconciled,
TXN0001319,3337549553,-23628.67,-23628.67,2025-05-25,2025-05-25,Reconciled,
TXN0001657,1901245678,-33837.03,-33837.03,2025-03-05,2025-03-07,Reconciled (Timing Difference),"Posted 2 day(s) apart -- in-transit item, not an error."
TXN0004849,9926597845,-33262.99,-33262.99,2025-04-19,2025-04-19,Reconciled,
TXN0005794,9330066917,34902.56,34902.56,2025-01-31,2025-01-31,Reconciled,
TXN0003231,4081352774,-25783.20,-25783.20,2025-05-31,2025-05-31,Reconciled,
TXN0004001,3030257682,-14943.78,-14943.78,2025-01-15,2025-01-15,Reconciled,
TXN0000199,5046774809,-2466.76,-2466.76,2025-01-07,2025-01-07,Reconciled,
TXN0003299,8959917218,-37323.13,-37323.13,2025-03-15,2025-03-15,Reconciled,
TXN0000891,3328035061,4615.83,4615.83,2025-06-29,2025-06-29,Reconciled,
TXN0002457,7552086718,32997.16,32997.16,2025-04-17,2025-04-17,Reconciled,
TXN0001457,2045440669,28907.15,28907.15,2025-06-14,2025-06-14,Reconciled,
TXN0005347,9923904864,-10322.52,-10322.52,2025-06-20,2025-06-20,Reconciled,
TXN0001561,8023023207,6215.16,6215.16,2025-04-09,2025-04-09,Reconciled,
TXN0003506,8669971134,-12188.02,-12188.02,2025-03-03,2025-03-04,Reconciled (Timing Difference),"Posted 1 day(s) apart -- in-transit item, not an error."
TXN0005732,4527048292,-18785.20,-18785.20,2025-06-25,2025-06-25,Reconciled,
TXN0004833,6449128886,-28878.03,-28878.03,2025-06-19,2025-06-19,Reconciled,
TXN0005557,5093782356,32855.60,32855.60,2025-06-17,2025-06-17,Reconciled,
TXN0000249,7467074890,43238.16,,2025-06-25,,Ledger-Only (Investigate),No matching bank record found for this ledger entry.
TXN0001896,2013837675,-31271.13,-31271.13,2025-05-16,2025-05-16,Reconciled,
TXN0001412,6547562096,-3031.43,-3031.43,2025-03-11,2025-03-11,Reconciled,
TXN0003801,1704808597,-24573.84,-24573.84,2025-01-08,2025-01-09,Reconciled (Timing Difference),"Posted 1 day(s) apart -- in-transit item, not an error."
TXN0005397,9240612270,-30246.66,-30246.66,2025-01-27,2025-01-27,Reconciled,
TXN0002599,6079072823,21708.09,21708.09,2025-06-09,2025-06-09,Reconciled,
TXN0001967,2292928353,-35947.66,-35947.66,2025-05-14,2025-05-14,Reconciled,
TXN0001416,6818594943,-34725.70,-34725.70,2025-04-19,2025-04-19,Reconciled,
TXN0005053,8586843046,-41213.63,-41213.63,2025-02-25,2025-02-25,Reconciled,
TXN0003291,8479169220,-1271.05,-1271.05,2025-03-11,2025-03-11,Reconciled,
TXN0000233,7910976110,-42431.87,-42431.87,2025-06-14,2025-06-14,Reconciled,
TXN0004452,3691307563,-6762.66,-6762.66,2025-02-28,2025-02-28,Reconciled,
TXN0001151,4261300555,-15343.67,-15343.67,2025-04-26,2025-04-26,Reconciled,
TXN0005870,5559899127,-32963.88,-32963.88,2025-06-05,2025-06-06,Reconciled (Timing Difference),"Posted 1 day(s) apart -- in-transit item, not an error."
TXN0003189,4164293886,-34446.97,-34446.97,2025-04-01,2025-04-01,Reconciled,
TXN0001765,3230842132,-37810.29,-37810.29,2025-04-19,2025-04-19,Reconciled,
TXN0003890,4857178722,36326.46,36326.46,2025-03-20,2025-03-20,Reconciled,
TXN0002525,8249621271,30847.90,30847.90,2025-04-13,2025-04-13,Reconciled,
TXN0000279,1330800960,11209.52,11209.52,2025-02-13,2025-02-13,Reconciled,
TXN0005674,1461120602,-21685.21,-21685.21,2025-06-10,2025-06-10,Reconciled,
TXN0001844,8054767899,-44146.53,-44146.53,2025-03-26,2025-03-26,Reconciled,
TXN0001813,7702266200,44266.80,44266.80,2025-04-11,2025-04-11,Reconciled,
TXN0003993,4401155006,28555.65,28555.65,2025-03-17,2025-03-17,Reconciled,
TXN0003395,7770815703,32280.03,32280.03,2025-05-06,2025-05-06,Reconciled,
TXN0005691,3905828245,-26682.10,-26682.10,2025-04-15,2025-04-15,Reconciled,
TXN0001901,3244290825,-16087.55,-16087.55,2025-05-17,2025-05-17,Reconciled,
TXN0003824,7890489118,24754.01,,2025-02-28,,Ledger-Only (Investigate),No matching bank record found for this ledger entry.
TXN0000409,3448352771,6964.79,6964.79,2025-01-23,2025-01-23,Reconciled,
TXN0005230,3325475552,35986.99,35986.99,2025-04-28,2025-04-28,Reconciled,
TXN0001044,9972246134,-15165.87,-15165.87,2025-06-21,2025-06-21,Reconciled,
TXN0005419,1790800318,-23760.06,-23760.06,2025-02-12,2025-02-12,Reconciled,
TXN0003812,4329983342,-17012.81,-17012.81,2025-05-17,2025-05-17,Reconciled,
TXN0003265,5503368137,-21273.45,-21273.45,2025-04-10,2025-04-10,Reconciled,
TXN0000680,8666582402,26093.48,26093.48,2025-03-10,2025-03-10,Reconciled,
TXN0004138,9538108054,33018.98,33018.98,2025-01-12,2025-01-12,Reconciled,
TXN0001824,3650713549,-12281.75,-12281.75,2025-01-02,2025-01-02,Reconciled,
TXN0000067,1005864017,-3732.13,-3732.13,2025-03-11,2025-03-11,Reconciled,
TXN0004656,4179706099,-9238.83,-9238.83,2025-04-20,2025-04-20,Reconciled,
TXN0005816,3038910591,-18197.39,-18071.98,2025-02-17,2025-02-17,Amount Discrepancy (Investigate),"Ledger -18197.39 vs bank -18071.98, diff -125.41."
TXN0000559,9850953561,40339.63,40339.63,2025-02-17,2025-02-17,Reconciled,
TXN0005614,1185917746,322.10,322.10,2025-05-21,2025-05-21,Reconciled,
TXN0001360,9817355373,22560.49,22560.49,2025-04-10,2025-04-10,Reconciled,
TXN0000292,2621211490,-33661.31,-33661.31,2025-05-17,2025-05-17,Reconciled,
TXN0002355,2577729511,21890.64,21890.64,2025-05-16,2025-05-16,Reconciled,
TXN0002160,9635182434,-18139.36,-18139.36,2025-06-22,2025-06-24,Reconciled (Timing Difference),"Posted 2 day(s) apart -- in-transit item, not an error."
TXN0000939,6990688595,-29992.21,-29992.21,2025-03-02,2025-03-02,Reconciled,
TXN0001420,8647633457,-2165.83,-2165.83,2025-04-08,2025-04-08,Reconciled,
TXN0002360,2011233621,-40125.26,-40125.26,2025-06-22,2025-06-22,Reconciled,
TXN0003341,1829595237,-13023.70,-13023.70,2025-05-06,2025-05-08,Reconciled (Timing Difference),"Posted 2 day(s) apart -- in-transit item, not an error."
TXN0000062,4950210465,797.22,797.22,2025-05-04,2025-05-04,Reconciled,
TXN0001364,1326656136,13308.74,13308.74,2025-04-15,2025-04-15,Reconciled,
TXN0000417,3268750783,-41118.36,,2025-04-30,,Ledger-Only (Investigate),No matching bank record found for this ledger entry.
TXN0000794,5780322333,-35492.77,-35492.77,2025-02-15,2025-02-15,Reconciled,
TXN0005888,1050034064,-11569.71,-11569.71,2025-02-22,2025-02-24,Reconciled (Timing Difference),"Posted 2 day(s) apart -- in-transit item, not an error."
TXN0002861,1354002961,-23231.88,-23231.88,2025-05-08,2025-05-08,Reconciled,
TXN0001548,3422757213,-35909.24,-35909.24,2025-05-10,2025-05-10,Reconciled,
TXN0005234,2326348563,-16673.81,-16673.81,2025-05-29,2025-05-29,Reconciled,
TXN0004826,1385876529,22038.17,22038.17,2025-05-19,2025-05-19,Reconciled,
TXN0004345,2481687665,-38400.58,-38400.58,2025-06-05,2025-06-05,Reconciled,
TXN0005991,2857617460,-8050.03,-8050.03,2025-06-29,2025-06-29,Reconciled,
TXN0003393,8112089027,1768.88,1768.88,2025-06-30,2025-06-30,Reconciled,
TXN0002215,3005211553,-30409.39,-30409.39,2025-06-24,2025-06-24,Reconciled,
TXN0003605,6416590485,-25951.98,-25951.98,2025-01-06,2025-01-06,Reconciled,
TXN0004358,7283748879,-24631.24,-24631.24,2025-01-30,2025-01-30,Reconciled,
TXN0001141,4944161059,40150.17,40179.46,2025-01-09,2025-01-09,Amount Discrepancy (Investigate),"Ledger 40150.17 vs bank 40179.46, diff -29.29."
TXN0001485,7549726064,-20136.11,-20136.11,2025-05-10,2025-05-10,Reconciled,
TXN0003191,5198383166,-36883.21,-36883.21,2025-04-14,2025-04-14,Reconciled,
TXN0001659,2157707757,-34130.29,-34130.29,2025-03-28,2025-03-28,Reconciled,
TXN0003008,3131605207,-24472.41,-24472.41,2025-02-14,2025-02-14,Reconciled,
TXN0000679,8093315361,-6640.97,-6640.97,2025-04-24,2025-04-24,Reconciled,
TXN0001534,6180603125,18866.91,18866.91,2025-06-06,2025-06-09,Reconciled (Timing Difference),"Posted 3 day(s) apart -- in-transit item, not an error."
TXN0004636,4095159537,-22758.53,-22758.53,2025-02-28,2025-02-28,Reconciled,
TXN0003916,6142002655,10499.46,10499.46,2025-06-19,2025-06-19,Reconciled,
TXN0003776,2348892450,-15723.86,-15723.86,2025-01-31,2025-02-01,Reconciled (Timing Difference),"Posted 1 day(s) apart -- in-transit item, not an error."
TXN0003001,8632053818,-1201.80,-1201.80,2025-05-05,2025-05-05,Reconciled,
TXN0005062,4716767061,-5630.72,-5630.72,2025-06-13,2025-06-13,Reconciled,
TXN0002336,3501004772,-39171.17,-39171.17,2025-02-01,2025-02-01,Reconciled,
TXN0001270,5105827467,7652.02,7652.02,2025-03-26,2025-03-26,Reconciled,
TXN0003599,7851990609,-6773.11,-6773.11,2025-04-15,2025-04-15,Reconciled,
TXN0004647,6606101883,-29754.98,-29754.98,2025-06-13,2025-06-13,Reconciled,
TXN0000827,7811841381,-5400.37,-5400.37,2025-03-08,2025-03-08,Reconciled,
TXN0001805,8907414814,42840.15,42840.15,2025-03-26,2025-03-26,Reconciled,
TXN0004630,7963827641,-15163.09,-15163.09,2025-05-13,2025-05-13,Reconciled,
TXN0004124,9142689825,22413.39,22413.39,2025-01-04,2025-01-04,Reconciled,
TXN0005686,4596489792,-40864.57,-40864.57,2025-04-19,2025-04-19,Reconciled,
TXN0004232,3887164959,-24302.25,-24302.25,2025-02-09,2025-02-09,Reconciled,
TXN0002487,1949499121,-27917.88,-27917.88,2025-05-09,2025-05-09,Reconciled,
TXN0003622,3422427269,44538.09,44538.09,2025-06-18,2025-06-18,Reconciled,
TXN0001766,8909517868,-43808.25,-44002.99,2025-01-12,2025-01-12,Amount Discrepancy (Investigate),"Ledger -43808.25 vs bank -44002.99, diff 194.74."
TXN0001936,9607386023,-38399.10,-38399.10,2025-01-08,2025-01-08,Reconciled,
TXN0001032,7091348606,33039.93,33039.93,2025-03-23,2025-03-23,Reconciled,
TXN0004929,6680284851,-44964.28,-44964.28,2025-06-13,2025-06-13,Reconciled,
TXN0003770,9499765769,17055.11,17055.11,2025-02-20,2025-02-20,Reconciled,
TXN0001583,5452507453,13092.84,13092.84,2025-05-19,2025-05-19,Reconciled,
TXN0003546,1975549890,-30987.21,-30987.21,2025-04-27,2025-04-27,Reconciled,
TXN0001266,6736311262,-38102.26,-38102.26,2025-06-01,2025-06-01,Reconciled,
TXN0000826,8596913424,26731.03,26731.03,2025-05-29,2025-05-29,Reconciled,
TXN0002381,2705149126,-10433.95,-10433.95,2025-05-02,2025-05-02,Reconciled,
TXN0003018,4252726083,23828.12,23828.12,2025-06-28,2025-06-29,Reconciled (Timing Difference),"Posted 1 day(s) apart -- in-transit item, not an error."
TXN0001255,5048493778,-19907.47,-19907.47,2025-04-25,2025-04-25,Reconciled,
TXN0000610,5496520157,-24886.81,-24886.81,2025-01-27,2025-01-27,Reconciled,
TXN0002734,6823691821,-1781.96,-1781.96,2025-06-03,2025-06-03,Reconciled,
TXN0005160,3840252451,-34515.81,-34515.81,2025-01-17,2025-01-17,Reconciled,
TXN0000497,8620930587,-29040.53,-29040.53,2025-03-11,2025-03-11,Reconciled,
TXN0001569,5958565254,-25755.79,-25755.79,2025-05-20,2025-05-20,Reconciled,
TXN0000235,5516683152,-7325.17,-7325.17,2025-01-10,2025-01-10,Reconciled,
TXN0001124,1829114917,-27922.60,-27922.60,2025-06-08,2025-06-08,Reconciled,
TXN0002628,6058543130,-34270.16,-34270.16,2025-02-02,2025-02-02,Reconciled,
TXN0000644,9062983375,17411.01,17411.01,2025-03-06,2025-03-06,Reconciled,
TXN0000578,3025213954,-35264.99,-35264.99,2025-06-26,2025-06-26,Reconciled,
TXN0001203,3743782487,18997.90,18997.90,2025-06-20,2025-06-20,Reconciled,
TXN0005912,3867029476,-7421.56,-7421.56,2025-04-13,2025-04-13,Reconciled,
TXN0005545,5510932762,39448.03,39448.03,2025-06-14,2025-06-14,Reconciled,
TXN0002777,8571224506,-2668.74,-2668.74,2025-02-02,2025-02-02,Reconciled,
TXN0001181,6051676035,-26647.96,-26647.96,2025-06-26,2025-06-26,Reconciled,
TXN0003019,9824845519,30600.03,30600.03,2025-01-04,2025-01-04,Reconciled,
TXN0005396,7300393837,-15638.40,-15638.40,2025-02-14,2025-02-14,Reconciled,
TXN0002106,2894306307,2335.88,2335.88,2025-06-25,2025-06-25,Reconciled,
TXN0003713,3035474459,-13762.18,-13762.18,2025-03-06,2025-03-06,Reconciled,
TXN0005265,7886111980,-16551.10,-16551.10,2025-04-12,2025-04-12,Reconciled,
TXN0002877,9376886253,44778.77,,2025-01-18,,Ledger-Only (Investigate),No matching bank record found for this ledger entry.
TXN0005492,4644723877,-4915.46,-4915.46,2025-01-02,2025-01-02,Reconciled,
TXN0005954,9880372780,-27512.34,-27512.34,2025-06-20,2025-06-20,Reconciled,
TXN0001933,2663402255,-14370.55,-14370.55,2025-04-27,2025-04-29,Reconciled (Timing Difference),"Posted 2 day(s) apart -- in-transit item, not an error."
TXN0002319,2998148614,-1754.59,-1754.59,2025-04-17,2025-04-17,Reconciled,
TXN0004818,4167901547,585.88,585.88,2025-03-16,2025-03-16,Reconciled,
TXN0005798,8346084678,-33721.71,-33721.71,2025-04-21,2025-04-24,Reconciled (Timing Difference),"Posted 3 day(s) apart -- in-transit item, not an error."
TXN0004110,3025067164,-18684.88,-18684.88,2025-02-07,2025-02-07,Reconciled,
TXN0001509,2849125844,12499.17,12499.17,2025-06-14,2025-06-14,Reconciled,
TXN0001663,8854103949,-9575.96,-9575.96,2025-01-29,2025-01-29,Reconciled,
TXN0004669,4171145325,-31999.82,-31999.82,2025-06-18,2025-06-18,Reconciled,
TXN0003878,7231121814,8572.26,8572.26,2025-06-14,2025-06-14,Reconciled,
TXN0005293,6774420601,-42469.06,-42469.06,2025-04-30,2025-04-30,Reconciled,
TXN0004171,3852488310,-7942.30,-7942.30,2025-06-13,2025-06-13,Reconciled,
TXN0003637,6013927027,-16709.42,-16709.42,2025-02-18,2025-02-19,Reconciled (Timing Difference),"Posted 1 day(s) apart -- in-transit item, not an error."
TXN0005241,6405740930,-41850.86,-41850.86,2025-06-03,2025-06-03,Reconciled,
TXN0005381,6422049136,17156.78,17156.78,2025-02-28,2025-02-28,Reconciled,
TXN0001085,2530592323,-43509.88,-43509.88,2025-06-29,2025-06-29,Reconciled,
TXN0005110,6694574805,27764.27,27764.27,2025-01-27,2025-01-27,Reconciled,
TXN0001711,9282987725,1310.52,1310.52,2025-06-10,2025-06-11,Reconciled (Timing Difference),"Posted 1 day(s) apart -- in-transit item, not an error."
TXN0005215,8681760165,7748.15,7748.15,2025-02-13,2025-02-13,Reconciled,
TXN0003802,5900695170,-24314.77,-24314.77,2025-03-16,2025-03-16,Reconciled,
TXN0005953,4655636924,-22978.90,-22978.90,2025-02-23,2025-02-23,Reconciled,
TXN0005529,1037417276,37114.37,37114.37,2025-03-12,2025-03-12,Reconciled,
TXN0000975,3612526541,-33897.51,-33897.51,2025-05-26,2025-05-26,Reconciled,
TXN0005631,4701122193,-1379.37,-1379.37,2025-01-04,2025-01-04,Reconciled,
TXN0000003,4618196973,-22502.30,-22502.30,2025-06-19,2025-06-19,Reconciled,
TXN0004409,5124544403,14795.93,14795.93,2025-03-15,2025-03-15,Reconciled,
TXN0004230,8575286471,41507.04,41507.04,2025-04-21,2025-04-21,Reconciled,
TXN0005507,9339760733,-13502.50,-13502.50,2025-01-09,2025-01-09,Reconciled,
TXN0003338,7052202576,3940.44,3940.44,2025-04-10,2025-04-10,Reconciled,
TXN0004033,5502085725,-17467.40,-17467.40,2025-03-26,2025-03-27,Reconciled (Timing Difference),"Posted 1 day(s) apart -- in-transit item, not an error."
TXN0000850,4720375593,7795.74,7795.74,2025-03-14,2025-03-16,Reconciled (Timing Difference),"Posted 2 day(s) apart -- in-transit item, not an error."
TXN0000903,3945849376,-10311.74,-10311.74,2025-01-23,2025-01-23,Reconciled,
TXN0004817,3028208186,38212.33,38212.33,2025-01-13,2025-01-15,Reconciled (Timing Difference),"Posted 2 day(s) apart -- in-transit item, not an error."
TXN0004156,8488088993,-6499.60,-6499.60,2025-04-08,2025-04-08,Reconciled,
TXN0002665,9805516486,-33524.52,-33524.52,2025-02-08,2025-02-08,Reconciled,
TXN0001653,2192772423,-39114.27,-39114.27,2025-01-09,2025-01-09,Reconciled,
TXN0003553,6848691758,-39593.91,-39593.91,2025-03-03,2025-03-03,Reconciled,
TXN0000259,3704200443,10184.09,10184.09,2025-01-18,2025-01-18,Reconciled,
TXN0005534,9384545041,-35583.18,-35583.18,2025-02-08,2025-02-08,Reconciled,
TXN0005294,9426756825,-30943.54,-30943.54,2025-02-28,2025-02-28,Reconciled,
TXN0004901,4147508884,-35494.56,-35494.56,2025-03-08,2025-03-08,Reconciled,
TXN0000065,8723551522,29598.46,29598.46,2025-03-02,2025-03-04,Reconciled (Timing Difference),"Posted 2 day(s) apart -- in-transit item, not an error."
TXN0001286,2809989896,-14976.47,-14976.47,2025-03-06,2025-03-06,Reconciled,
TXN0003833,2838907907,-26421.69,-26421.69,2025-04-11,2025-04-11,Reconciled,
TXN0005475,1123552023,6787.32,6787.32,2025-04-25,2025-04-25,Reconciled,
TXN0001716,4477295507,19578.33,19578.33,2025-05-08,2025-05-08,Reconciled,
TXN0003045,1290506105,-34324.59,-34324.59,2025-03-21,2025-03-21,Reconciled,
TXN0003195,8155222177,-15880.75,-15880.75,2025-04-08,2025-04-08,Reconciled,
TXN0003855,6808687844,-73.46,-73.46,2025-05-18,2025-05-18,Reconciled,
TXN0005296,1225785514,17982.77,17982.77,2025-02-10,2025-02-10,Reconciled,
TXN0001118,5047255669,-36740.92,-36916.48,2025-03-06,2025-03-06,Amount Discrepancy (Investigate),"Ledger -36740.92 vs bank -36916.48, diff 175.56."
TXN0005221,7546772074,-42831.69,-42831.69,2025-04-15,2025-04-15,Reconciled,
TXN0000113,9150547904,34721.99,34721.99,2025-06-10,2025-06-10,Reconciled,
TXN0002142,4732730148,-39172.25,-39172.25,2025-06-16,2025-06-16,Reconciled,
TXN0002601,8752928694,-5733.68,-5733.68,2025-05-09,2025-05-09,Reconciled,
TXN0001674,6873824541,-19718.62,-19718.62,2025-03-03,2025-03-03,Reconciled,
TXN0004291,4812900470,-29464.89,-29464.89,2025-01-17,2025-01-17,Reconciled,
TXN0001220,7990303987,-32886.54,-32886.54,2025-04-06,2025-04-08,Reconciled (Timing Difference),"Posted 2 day(s) apart -- in-transit item, not an error."
TXN0004023,5460860677,-2483.59,-2483.59,2025-02-21,2025-02-21,Reconciled,
TXN0005702,2432615146,-12407.43,,2025-05-17,,Ledger-Only (Investigate),No matching bank record found for this ledger entry.
TXN0003473,6777022807,-24551.03,-24551.03,2025-06-10,2025-06-10,Reconciled,
TXN0002826,1821239979,19635.08,19635.08,2025-01-29,2025-01-29,Reconciled,
TXN0002972,6784190075,18987.07,18987.07,2025-02-16,2025-02-16,Reconciled,
TXN0002066,8135993628,17441.25,17441.25,2025-04-09,2025-04-09,Reconciled,
TXN0001684,4293919409,-30680.10,-30680.10,2025-06-08,2025-06-08,Reconciled,
TXN0005209,8550229497,5332.20,5332.20,2025-03-03,2025-03-03,Reconciled,
TXN0003110,8820399510,23574.35,23574.35,2025-06-24,2025-06-24,Reconciled,
TXN0001193,8557286145,-11525.71,-11525.71,2025-01-11,2025-01-12,Reconciled (Timing Difference),"Posted 1 day(s) apart -- in-transit item, not an error."
TXN0000621,6992544566,-8451.13,-8451.13,2025-01-17,2025-01-17,Reconciled,
TXN0003468,4115110384,-19150.21,-19150.21,2025-02-25,2025-02-25,Reconciled,
TXN0005825,7344888604,9514.37,9514.37,2025-01-02,2025-01-02,Reconciled,
TXN0004758,2788606423,-40147.71,-40147.71,2025-04-09,2025-04-09,Reconciled,
TXN0004742,1154978177,-38092.93,-38092.93,2025-01-17,2025-01-17,Reconciled,
TXN0000650,4287881268,-2027.93,-2027.93,2025-06-10,2025-06-10,Reconciled,
TXN0001214,3380997687,11683.93,11683.93,2025-02-20,2025-02-20,Reconciled,
TXN0002070,7177545297,-18631.84,-18631.84,2025-06-14,2025-06-14,Reconciled,
TXN0002585,2364848490,-22388.50,-22388.50,2025-01-24,2025-01-24,Reconciled,
TXN0002613,7458842141,-17342.25,-17342.25,2025-06-15,2025-06-15,Reconciled,
TXN0000732,5125507394,-38875.91,-38875.91,2025-04-20,2025-04-20,Reconciled,
TXN0004246,1392940394,-34868.09,-34868.09,2025-06-19,2025-06-19,Reconciled,
TXN0004398,7022385755,-9957.89,-9957.89,2025-06-23,2025-06-26,Reconciled (Timing Difference),"Posted 3 day(s) apart -- in-transit item, not an error."
TXN0003067,6933924617,-42018.61,-42018.61,2025-04-12,2025-04-12,Reconciled,
TXN0002750,2299595513,-5132.35,-5132.35,2025-03-25,2025-03-25,Reconciled,
TXN0002881,2558843472,-8408.71,-8408.71,2025-06-01,2025-06-01,Reconciled,
TXN0001616,3475698111,-35039.29,-35039.29,2025-05-15,2025-05-15,Reconciled,
TXN0005900,9157516681,20389.70,20389.70,2025-01-04,2025-01-04,Reconciled,
TXN0002501,7338938624,-17622.81,-17622.81,2025-04-23,2025-04-23,Reconciled,
TXN0004778,5641216563,-36296.99,-36296.99,2025-05-06,2025-05-06,Reconciled,
TXN0000103,8557420993,22072.43,22072.43,2025-06-10,2025-06-11,Reconciled (Timing Difference),"Posted 1 day(s) apart -- in-transit item, not an error."
TXN0004991,9251359840,-11946.48,-11946.48,2025-04-12,2025-04-12,Reconciled,
TXN0004820,2704952612,-27696.82,-27696.82,2025-04-12,2025-04-12,Reconciled,
TXN0004469,9030971744,-32894.23,-32894.23,2025-06-26,2025-06-26,Reconciled,
TXN0002405,6820793012,14169.93,14169.93,2025-06-11,2025-06-13,Reconciled (Timing Difference),"Posted 2 day(s) apart -- in-transit item, not an error."
TXN0001588,2609519884,-11620.02,-11620.02,2025-06-16,2025-06-16,Reconciled,
TXN0002164,7402474299,24419.04,24419.04,2025-02-03,2025-02-03,Reconciled,
TXN0002248,6764104699,-10614.13,-10614.13,2025-06-27,2025-06-27,Reconciled,
TXN0004554,5679239407,-40039.68,-40039.68,2025-06-21,2025-06-21,Reconciled,
TXN0002789,9018486497,13408.17,13408.17,2025-03-04,2025-03-04,Reconciled,
TXN0003757,6723747055,3796.67,3796.67,2025-02-02,2025-02-02,Reconciled,
TXN0003303,2882434387,-14418.63,-14418.63,2025-02-23,2025-02-23,Reconciled,
TXN0005218,1861157683,-479.94,-479.94,2025-05-20,2025-05-22,Reconciled (Timing Difference),"Posted 2 day(s) apart -- in-transit item, not an error."
TXN0004935,4847665685,-27281.57,-27281.57,2025-03-06,2025-03-06,Reconciled,
TXN0003144,6351020768,-1683.82,-1683.82,2025-05-28,2025-05-28,Reconciled,
TXN0005121,7929424323,-28078.14,-28078.14,2025-04-13,2025-04-13,Reconciled,
TXN0000514,8699386294,-9491.22,-9491.22,2025-02-23,2025-02-23,Reconciled,
TXN0003612,3769992422,-26578.38,-26578.38,2025-05-07,2025-05-07,Reconciled,
TXN0004062,4634707197,-8886.15,-8886.15,2025-03-19,2025-03-19,Reconciled,
TXN0003196,4833961633,38701.16,38701.16,2025-06-25,2025-06-25,Reconciled,
TXN0005171,7492222236,34581.85,34581.85,2025-04-14,2025-04-14,Reconciled,
TXN0004223,1959938803,-12685.82,-12685.82,2025-01-15,2025-01-15,Reconciled,
TXN0001625,3110130878,10054.08,10054.08,2025-06-08,2025-06-08,Reconciled,
TXN0001369,2683417615,-38775.28,-38775.28,2025-01-28,2025-01-28,Reconciled,
TXN0005245,5669987241,-35020.83,-35020.83,2025-04-22,2025-04-22,Reconciled,
