txn_ref,account_number,post_date,amount,direction,description,branch_code
TXN0005773,4553002286,2025-04-20,-35450.80,Debit,Outgoing Wire,0245
TXN0005909,1456734481,2025-05-03,40254.96,Credit,Payroll Deposit,0501
TXN0004802,4893694016,2025-05-14,-9741.73,Debit,Vendor Payment,0245
TXN0002242,3523900437,2025-06-13,-7743.33,Debit,ATM Cash Withdrawal,0501
TXN0003814,2328825306,2025-01-26,4284.95,Credit,Payroll Deposit,0112
TXN0002026,9973240072,2025-04-29,12986.82,Credit,Check Deposit,0112
TXN0005051,3929487538,2025-04-18,-17750.87,Debit,Vendor Payment,0678
TXN0000301,7618886593,2025-02-25,38277.35,Credit,Payroll Deposit,0112
TXN0001707,4729566098,2025-03-17,39381.77,Credit,Check Deposit,0245
TXN0005303,7253609093,2025-04-13,-25846.82,Debit,Outgoing Wire,0678
TXN0003970,9615140180,2025-05-10,21607.21,Credit,Check Deposit,0245
TXN0005807,8442714855,2025-03-01,-32073.00,Debit,Vendor Payment,0245
TXN0001855,7480922423,2025-01-29,-7910.01,Debit,ATM Cash Withdrawal,0389
TXN0001568,9797439201,2025-04-08,-19347.59,Debit,Vendor Payment,0501
TXN0000580,1117118944,2025-02-16,19357.59,Credit,POS Purchase,0112
TXN0004707,2573252724,2025-03-21,-18644.14,Debit,POS Purchase,0389
TXN0003385,3734546317,2025-04-03,38483.38,Credit,Check Deposit,0112
TXN0004879,9687179866,2025-06-02,24083.79,Credit,Payroll Deposit,0245
TXN0002201,7889316033,2025-05-22,-16574.04,Debit,Account Transfer,0501
TXN0003335,9657710435,2025-06-03,-11882.45,Debit,Vendor Payment,0245
TXN0000357,3338119093,2025-02-13,21502.09,Credit,Check Deposit,0501
TXN0002697,5337109552,2025-01-03,-15434.76,Debit,Vendor Payment,0112
TXN0004809,2165045861,2025-04-18,-39262.93,Debit,ATM Cash Withdrawal,0678
TXN0000287,5248046090,2025-01-19,27289.48,Credit,Payroll Deposit,0501
TXN0005626,8289894877,2025-02-13,-19642.03,Debit,ATM Cash Withdrawal,0112
TXN0000639,4311844843,2025-06-12,-29322.90,Debit,Outgoing Wire,0501
TXN0000459,6855847625,2025-04-24,-12175.13,Debit,Account Transfer,0389
TXN0002449,3369488892,2025-05-09,-24971.78,Debit,Outgoing Wire,0389
TXN0000666,6416476335,2025-02-18,-14154.19,Debit,Account Transfer,0389
TXN0003490,4890558457,2025-01-10,-28501.96,Debit,Vendor Payment,0245
TXN0001895,3144550436,2025-02-14,-15146.86,Debit,Vendor Payment,0245
TXN0001317,5589340633,2025-04-24,-8604.94,Debit,Outgoing Wire,0678
TXN0002710,4254788358,2025-03-05,-17650.69,Debit,ATM Cash Withdrawal,0389
TXN0003702,2303112497,2025-05-20,15734.73,Credit,Payroll Deposit,0501
TXN0003364,8840279143,2025-04-18,-37516.48,Debit,Vendor Payment,0112
TXN0002921,8702350233,2025-01-30,-3434.07,Debit,Incoming Wire,0112
TXN0004772,3416384126,2025-04-20,-26191.87,Debit,ATM Cash Withdrawal,0245
TXN0000919,7268255239,2025-03-27,11241.29,Credit,Account Transfer,0678
TXN0000228,1076654250,2025-06-04,-41607.69,Debit,Incoming Wire,0112
TXN0004782,9347367040,2025-01-24,-16526.59,Debit,POS Purchase,0678
TXN0003894,6611081076,2025-04-24,-854.40,Debit,Vendor Payment,0245
TXN0001231,5593670631,2025-04-12,-30034.21,Debit,POS Purchase,0389
TXN0002138,3064251440,2025-01-28,-31959.77,Debit,Vendor Payment,0501
TXN0002802,3523108783,2025-05-26,-8513.16,Debit,Incoming Wire,0501
TXN0004699,7658640032,2025-02-10,2680.39,Credit,Payroll Deposit,0501
TXN0004646,5333210271,2025-04-25,773.57,Credit,Payroll Deposit,0678
TXN0001845,7416440800,2025-06-13,-1643.62,Debit,ATM Cash Withdrawal,0501
TXN0001164,9386352617,2025-01-19,16878.38,Credit,Check Deposit,0501
TXN0005363,1721001746,2025-02-25,-4872.60,Debit,POS Purchase,0245
TXN0003928,2212841585,2025-01-24,-18785.03,Debit,Vendor Payment,0389
TXN0003784,9454294290,2025-06-06,-18311.42,Debit,Incoming Wire,0245
TXN0004143,7943080888,2025-06-11,7327.79,Credit,Account Transfer,0389
TXN0004943,1819593614,2025-01-31,22162.26,Credit,Payroll Deposit,0245
TXN0001920,4857233664,2025-06-16,-2645.27,Debit,Vendor Payment,0501
TXN0004720,6965685380,2025-06-25,-25746.76,Debit,Outgoing Wire,0389
TXN0003728,3998981417,2025-06-17,-4298.62,Debit,ATM Cash Withdrawal,0112
TXN0000156,5507861159,2025-05-21,23766.08,Credit,Payroll Deposit,0389
TXN0003235,3003256758,2025-02-23,-4242.27,Debit,Incoming Wire,0501
TXN0004078,8550065729,2025-02-10,-5488.04,Debit,Incoming Wire,0112
TXN0002209,9215357790,2025-01-22,-2268.21,Debit,ATM Cash Withdrawal,0245
TXN0000193,2901535700,2025-05-30,-2298.57,Debit,Vendor Payment,0501
TXN0000302,1198996432,2025-02-27,-38394.10,Debit,ATM Cash Withdrawal,0112
TXN0004779,9108933452,2025-01-24,-7370.31,Debit,Account Transfer,0389
TXN0003666,1790152946,2025-01-03,-37148.36,Debit,POS Purchase,0112
TXN0001212,4547767635,2025-02-03,-12889.39,Debit,ATM Cash Withdrawal,0678
TXN0004085,6436622069,2025-06-17,-3212.16,Debit,Incoming Wire,0245
TXN0003453,9412891744,2025-03-27,-22069.12,Debit,ATM Cash Withdrawal,0112
TXN0001325,1321803742,2025-06-01,-12690.02,Debit,ATM Cash Withdrawal,0678
TXN0004020,2199110072,2025-05-17,-28629.47,Debit,Incoming Wire,0112
TXN0002896,9630070914,2025-03-15,29683.25,Credit,Payroll Deposit,0501
TXN0005486,4650563247,2025-06-29,-36782.75,Debit,Vendor Payment,0678
TXN0001147,6679598236,2025-03-27,-21041.79,Debit,ATM Cash Withdrawal,0389
TXN0001898,5321441089,2025-01-26,38881.73,Credit,Account Transfer,0389
TXN0005660,2081365767,2025-02-18,-39658.87,Debit,Vendor Payment,0112
TXN0002182,8931206740,2025-02-05,-47.39,Debit,POS Purchase,0501
TXN0000932,1961932569,2025-03-11,-39387.60,Debit,POS Purchase,0501
TXN0003792,8953843360,2025-05-30,-26643.48,Debit,Incoming Wire,0245
TXN0000972,2178250407,2025-06-17,-37056.12,Debit,Vendor Payment,0245
TXN0004706,7637579979,2025-04-05,-33757.87,Debit,POS Purchase,0112
TXN0003534,6175781397,2025-01-18,-2578.76,Debit,Outgoing Wire,0245
TXN0005682,2621749246,2025-04-07,-28269.20,Debit,POS Purchase,0245
TXN0002335,4310891927,2025-03-04,-18768.77,Debit,Incoming Wire,0389
TXN0001116,1028994884,2025-04-06,6253.89,Credit,Check Deposit,0501
TXN0001581,1927363077,2025-06-29,-12036.00,Debit,Vendor Payment,0678
TXN0005845,4071183380,2025-06-04,16985.90,Credit,Payroll Deposit,0389
TXN0005449,2621608693,2025-02-08,36728.98,Credit,Payroll Deposit,0245
TXN0001872,8079747251,2025-02-28,-7005.90,Debit,ATM Cash Withdrawal,0678
TXN0000894,1866452875,2025-01-24,-11398.97,Debit,Account Transfer,0389
TXN0005379,9731974832,2025-05-23,3370.84,Credit,Check Deposit,0245
TXN0000737,4030595211,2025-04-23,14879.04,Credit,Payroll Deposit,0389
TXN0003098,8025279747,2025-04-25,-13398.48,Debit,Incoming Wire,0389
TXN0000911,1451241003,2025-02-27,-32391.10,Debit,Vendor Payment,0501
TXN0001720,8849688858,2025-04-14,-38016.16,Debit,Account Transfer,0678
TXN0000874,6976218876,2025-05-20,22890.89,Credit,Check Deposit,0501
TXN0002099,6676926054,2025-03-27,-30551.30,Debit,Account Transfer,0245
TXN0000020,7978361273,2025-06-05,-1441.07,Debit,POS Purchase,0112
TXN0002766,1375853978,2025-06-21,-28978.18,Debit,Incoming Wire,0245
TXN0000948,7571256392,2025-01-12,16176.76,Credit,Account Transfer,0112
TXN0002062,6476474890,2025-03-24,36002.50,Credit,Payroll Deposit,0389
TXN0000942,4029885588,2025-06-10,-14461.76,Debit,Account Transfer,0389
TXN0000336,2680593283,2025-05-12,-21683.21,Debit,POS Purchase,0245
TXN0004066,4996821846,2025-04-23,-43331.47,Debit,POS Purchase,0389
TXN0002008,7612563887,2025-03-16,-20753.99,Debit,Incoming Wire,0678
TXN0005727,1615942807,2025-01-01,-30364.30,Debit,Outgoing Wire,0501
TXN0001053,3169647014,2025-01-12,39846.96,Credit,Payroll Deposit,0112
TXN0000026,1150771832,2025-05-01,-41222.42,Debit,POS Purchase,0245
TXN0001139,4610820995,2025-02-17,-9940.21,Debit,ATM Cash Withdrawal,0112
TXN0000247,8423929954,2025-01-14,-26203.05,Debit,ATM Cash Withdrawal,0678
TXN0002344,6189423650,2025-04-28,-3642.98,Debit,Account Transfer,0389
TXN0002572,3521198349,2025-04-13,-39106.74,Debit,POS Purchase,0112
TXN0005632,7986201716,2025-03-21,31412.31,Credit,Payroll Deposit,0678
TXN0004872,5911449613,2025-03-10,22329.85,Credit,Check Deposit,0245
TXN0000160,8574523973,2025-05-22,28120.97,Credit,Payroll Deposit,0245
TXN0003038,6306222401,2025-01-17,15180.21,Credit,Check Deposit,0112
TXN0000159,2727827825,2025-02-27,3868.69,Credit,Check Deposit,0389
TXN0003926,5154897676,2025-06-11,12910.22,Credit,Payroll Deposit,0501
TXN0001564,8026375182,2025-04-27,9087.72,Credit,Payroll Deposit,0389
TXN0003168,7245700096,2025-03-16,-30774.87,Debit,ATM Cash Withdrawal,0389
TXN0003148,7045075330,2025-06-20,17122.19,Credit,Check Deposit,0112
TXN0005749,7957329925,2025-03-06,-30683.23,Debit,Account Transfer,0245
TXN0004356,6841410573,2025-04-20,-35353.84,Debit,ATM Cash Withdrawal,0112
TXN0000331,5766948208,2025-05-06,-9030.48,Debit,ATM Cash Withdrawal,0501
TXN0004272,8571576505,2025-06-01,-10355.42,Debit,Vendor Payment,0501
TXN0002046,1521271742,2025-05-27,-3521.97,Debit,Incoming Wire,0501
TXN0001319,3337549553,2025-05-25,-23628.67,Debit,Outgoing Wire,0245
TXN0001657,1901245678,2025-03-05,-33837.03,Debit,Outgoing Wire,0245
TXN0004849,9926597845,2025-04-19,-33262.99,Debit,Vendor Payment,0389
TXN0005794,9330066917,2025-01-31,34902.56,Credit,Check Deposit,0112
TXN0003231,4081352774,2025-05-31,-25783.20,Debit,Incoming Wire,0245
TXN0004001,3030257682,2025-01-15,-14943.78,Debit,ATM Cash Withdrawal,0112
TXN0000199,5046774809,2025-01-07,-2466.76,Debit,POS Purchase,0389
TXN0003299,8959917218,2025-03-15,-37323.13,Debit,Outgoing Wire,0389
TXN0000891,3328035061,2025-06-29,4615.83,Credit,Check Deposit,0678
TXN0002457,7552086718,2025-04-17,32997.16,Credit,Payroll Deposit,0389
TXN0001457,2045440669,2025-06-14,28907.15,Credit,Payroll Deposit,0245
TXN0005347,9923904864,2025-06-20,-10322.52,Debit,Outgoing Wire,0501
TXN0001561,8023023207,2025-04-09,6215.16,Credit,Account Transfer,0245
TXN0003506,8669971134,2025-03-03,-12188.02,Debit,Incoming Wire,0389
TXN0005732,4527048292,2025-06-25,-18785.20,Debit,POS Purchase,0389
TXN0004833,6449128886,2025-06-19,-28878.03,Debit,Incoming Wire,0389
TXN0005557,5093782356,2025-06-17,32855.60,Credit,Account Transfer,0501
TXN0000249,7467074890,2025-06-25,43238.16,Credit,Check Deposit,0501
TXN0001896,2013837675,2025-05-16,-31271.13,Debit,Outgoing Wire,0245
TXN0001412,6547562096,2025-03-11,-3031.43,Debit,POS Purchase,0678
TXN0003801,1704808597,2025-01-08,-24573.84,Debit,Account Transfer,0112
TXN0005397,9240612270,2025-01-27,-30246.66,Debit,ATM Cash Withdrawal,0389
TXN0002599,6079072823,2025-06-09,21708.09,Credit,Payroll Deposit,0245
TXN0001967,2292928353,2025-05-14,-35947.66,Debit,ATM Cash Withdrawal,0245
TXN0001416,6818594943,2025-04-19,-34725.70,Debit,Vendor Payment,0678
TXN0005053,8586843046,2025-02-25,-41213.63,Debit,Incoming Wire,0501
TXN0003291,8479169220,2025-03-11,-1271.05,Debit,ATM Cash Withdrawal,0245
TXN0000233,7910976110,2025-06-14,-42431.87,Debit,POS Purchase,0678
TXN0004452,3691307563,2025-02-28,-6762.66,Debit,Incoming Wire,0389
TXN0001151,4261300555,2025-04-26,-15343.67,Debit,Outgoing Wire,0678
TXN0005870,5559899127,2025-06-05,-32963.88,Debit,Vendor Payment,0678
TXN0003189,4164293886,2025-04-01,-34446.97,Debit,Vendor Payment,0389
TXN0001765,3230842132,2025-04-19,-37810.29,Debit,Outgoing Wire,0678
TXN0003890,4857178722,2025-03-20,36326.46,Credit,Account Transfer,0501
TXN0002525,8249621271,2025-04-13,30847.90,Credit,Payroll Deposit,0245
TXN0000279,1330800960,2025-02-13,11209.52,Credit,Account Transfer,0112
TXN0005674,1461120602,2025-06-10,-21685.21,Debit,Vendor Payment,0389
TXN0001844,8054767899,2025-03-26,-44146.53,Debit,Incoming Wire,0501
TXN0001813,7702266200,2025-04-11,44266.80,Credit,Outgoing Wire,0112
TXN0003993,4401155006,2025-03-17,28555.65,Credit,Payroll Deposit,0112
TXN0003395,7770815703,2025-05-06,32280.03,Credit,ATM Cash Withdrawal,0389
TXN0005691,3905828245,2025-04-15,-26682.10,Debit,Outgoing Wire,0389
TXN0001901,3244290825,2025-05-17,-16087.55,Debit,Vendor Payment,0245
TXN0003824,7890489118,2025-02-28,24754.01,Credit,Check Deposit,0501
TXN0000409,3448352771,2025-01-23,6964.79,Credit,Check Deposit,0389
TXN0005230,3325475552,2025-04-28,35986.99,Credit,Payroll Deposit,0245
TXN0001044,9972246134,2025-06-21,-15165.87,Debit,Vendor Payment,0501
TXN0005419,1790800318,2025-02-12,-23760.06,Debit,Outgoing Wire,0112
TXN0003812,4329983342,2025-05-17,-17012.81,Debit,Outgoing Wire,0501
TXN0003265,5503368137,2025-04-10,-21273.45,Debit,POS Purchase,0389
TXN0000680,8666582402,2025-03-10,26093.48,Credit,Check Deposit,0678
TXN0004138,9538108054,2025-01-12,33018.98,Credit,Check Deposit,0112
TXN0001824,3650713549,2025-01-02,-12281.75,Debit,ATM Cash Withdrawal,0245
TXN0000067,1005864017,2025-03-11,-3732.13,Debit,Outgoing Wire,0678
TXN0004656,4179706099,2025-04-20,-9238.83,Debit,ATM Cash Withdrawal,0245
TXN0005816,3038910591,2025-02-17,-18197.39,Debit,POS Purchase,0389
TXN0000559,9850953561,2025-02-17,40339.63,Credit,Account Transfer,0501
TXN0005614,1185917746,2025-05-21,322.10,Credit,Account Transfer,0678
TXN0001360,9817355373,2025-04-10,22560.49,Credit,Check Deposit,0389
TXN0000292,2621211490,2025-05-17,-33661.31,Debit,POS Purchase,0678
TXN0002355,2577729511,2025-05-16,21890.64,Credit,Payroll Deposit,0501
TXN0002160,9635182434,2025-06-22,-18139.36,Debit,Outgoing Wire,0389
TXN0000939,6990688595,2025-03-02,-29992.21,Debit,Vendor Payment,0245
TXN0001420,8647633457,2025-04-08,-2165.83,Debit,Vendor Payment,0678
TXN0002360,2011233621,2025-06-22,-40125.26,Debit,Outgoing Wire,0112
TXN0003341,1829595237,2025-05-06,-13023.70,Debit,POS Purchase,0389
TXN0000062,4950210465,2025-05-04,797.22,Credit,Payroll Deposit,0112
TXN0001364,1326656136,2025-04-15,13308.74,Credit,Outgoing Wire,0678
TXN0000417,3268750783,2025-04-30,-41118.36,Debit,Outgoing Wire,0245
TXN0000794,5780322333,2025-02-15,-35492.77,Debit,Outgoing Wire,0112
TXN0005888,1050034064,2025-02-22,-11569.71,Debit,Incoming Wire,0501
TXN0002861,1354002961,2025-05-08,-23231.88,Debit,POS Purchase,0245
TXN0001548,3422757213,2025-05-10,-35909.24,Debit,Incoming Wire,0501
TXN0005234,2326348563,2025-05-29,-16673.81,Debit,POS Purchase,0678
TXN0004826,1385876529,2025-05-19,22038.17,Credit,Account Transfer,0678
TXN0004345,2481687665,2025-06-05,-38400.58,Debit,Vendor Payment,0678
TXN0005991,2857617460,2025-06-29,-8050.03,Debit,Incoming Wire,0389
TXN0003393,8112089027,2025-06-30,1768.88,Credit,Payroll Deposit,0245
TXN0002215,3005211553,2025-06-24,-30409.39,Debit,Incoming Wire,0678
TXN0003605,6416590485,2025-01-06,-25951.98,Debit,Incoming Wire,0501
TXN0004358,7283748879,2025-01-30,-24631.24,Debit,POS Purchase,0112
TXN0001141,4944161059,2025-01-09,40150.17,Credit,Check Deposit,0112
TXN0001485,7549726064,2025-05-10,-20136.11,Debit,Incoming Wire,0245
TXN0003191,5198383166,2025-04-14,-36883.21,Debit,Vendor Payment,0112
TXN0001659,2157707757,2025-03-28,-34130.29,Debit,Incoming Wire,0245
TXN0003008,3131605207,2025-02-14,-24472.41,Debit,ATM Cash Withdrawal,0112
TXN0000679,8093315361,2025-04-24,-6640.97,Debit,POS Purchase,0678
TXN0001534,6180603125,2025-06-06,18866.91,Credit,Account Transfer,0678
TXN0004636,4095159537,2025-02-28,-22758.53,Debit,ATM Cash Withdrawal,0112
TXN0003916,6142002655,2025-06-19,10499.46,Credit,Payroll Deposit,0501
TXN0003776,2348892450,2025-01-31,-15723.86,Debit,Incoming Wire,0112
TXN0003001,8632053818,2025-05-05,-1201.80,Debit,Outgoing Wire,0501
TXN0005062,4716767061,2025-06-13,-5630.72,Debit,POS Purchase,0245
TXN0002336,3501004772,2025-02-01,-39171.17,Debit,Outgoing Wire,0112
TXN0001270,5105827467,2025-03-26,7652.02,Credit,Check Deposit,0678
TXN0003599,7851990609,2025-04-15,-6773.11,Debit,ATM Cash Withdrawal,0389
TXN0004647,6606101883,2025-06-13,-29754.98,Debit,POS Purchase,0389
TXN0000827,7811841381,2025-03-08,-5400.37,Debit,POS Purchase,0501
TXN0001805,8907414814,2025-03-26,42840.15,Credit,Check Deposit,0389
TXN0004630,7963827641,2025-05-13,-15163.09,Debit,Vendor Payment,0501
TXN0004124,9142689825,2025-01-04,22413.39,Credit,Payroll Deposit,0245
TXN0005686,4596489792,2025-04-19,-40864.57,Debit,Vendor Payment,0678
TXN0004232,3887164959,2025-02-09,-24302.25,Debit,ATM Cash Withdrawal,0389
TXN0002487,1949499121,2025-05-09,-27917.88,Debit,Account Transfer,0389
TXN0003622,3422427269,2025-06-18,44538.09,Credit,Check Deposit,0389
TXN0001766,8909517868,2025-01-12,-43808.25,Debit,Account Transfer,0389
TXN0001936,9607386023,2025-01-08,-38399.10,Debit,Account Transfer,0245
TXN0001032,7091348606,2025-03-23,33039.93,Credit,Payroll Deposit,0112
TXN0004929,6680284851,2025-06-13,-44964.28,Debit,Account Transfer,0389
TXN0003770,9499765769,2025-02-20,17055.11,Credit,Check Deposit,0112
TXN0001583,5452507453,2025-05-19,13092.84,Credit,Account Transfer,0678
TXN0003546,1975549890,2025-04-27,-30987.21,Debit,Outgoing Wire,0112
TXN0001266,6736311262,2025-06-01,-38102.26,Debit,ATM Cash Withdrawal,0112
TXN0000826,8596913424,2025-05-29,26731.03,Credit,Check Deposit,0389
TXN0002381,2705149126,2025-05-02,-10433.95,Debit,Outgoing Wire,0389
TXN0003018,4252726083,2025-06-28,23828.12,Credit,Payroll Deposit,0112
TXN0001255,5048493778,2025-04-25,-19907.47,Debit,ATM Cash Withdrawal,0245
TXN0000610,5496520157,2025-01-27,-24886.81,Debit,ATM Cash Withdrawal,0112
TXN0002734,6823691821,2025-06-03,-1781.96,Debit,Outgoing Wire,0501
TXN0005160,3840252451,2025-01-17,-34515.81,Debit,ATM Cash Withdrawal,0245
TXN0000497,8620930587,2025-03-11,-29040.53,Debit,Account Transfer,0501
TXN0001569,5958565254,2025-05-20,-25755.79,Debit,POS Purchase,0245
TXN0000235,5516683152,2025-01-10,-7325.17,Debit,Vendor Payment,0112
TXN0001124,1829114917,2025-06-08,-27922.60,Debit,Vendor Payment,0245
TXN0002628,6058543130,2025-02-02,-34270.16,Debit,Vendor Payment,0245
TXN0000644,9062983375,2025-03-06,17411.01,Credit,Account Transfer,0245
TXN0000578,3025213954,2025-06-26,-35264.99,Debit,Incoming Wire,0245
TXN0001203,3743782487,2025-06-20,18997.90,Credit,Payroll Deposit,0245
TXN0005912,3867029476,2025-04-13,-7421.56,Debit,POS Purchase,0389
TXN0005545,5510932762,2025-06-14,39448.03,Credit,Check Deposit,0112
TXN0002777,8571224506,2025-02-02,-2668.74,Debit,POS Purchase,0389
TXN0001181,6051676035,2025-06-26,-26647.96,Debit,Incoming Wire,0245
TXN0003019,9824845519,2025-01-04,30600.03,Credit,Payroll Deposit,0389
TXN0005396,7300393837,2025-02-14,-15638.40,Debit,Incoming Wire,0678
TXN0002106,2894306307,2025-06-25,2335.88,Credit,Outgoing Wire,0501
TXN0003713,3035474459,2025-03-06,-13762.18,Debit,Account Transfer,0245
TXN0005265,7886111980,2025-04-12,-16551.10,Debit,POS Purchase,0678
TXN0002877,9376886253,2025-01-18,44778.77,Credit,Payroll Deposit,0501
TXN0005492,4644723877,2025-01-02,-4915.46,Debit,POS Purchase,0245
TXN0005954,9880372780,2025-06-20,-27512.34,Debit,Outgoing Wire,0389
TXN0001933,2663402255,2025-04-27,-14370.55,Debit,Vendor Payment,0501
TXN0002319,2998148614,2025-04-17,-1754.59,Debit,POS Purchase,0245
TXN0004818,4167901547,2025-03-16,585.88,Credit,ATM Cash Withdrawal,0389
TXN0005798,8346084678,2025-04-21,-33721.71,Debit,Incoming Wire,0245
TXN0004110,3025067164,2025-02-07,-18684.88,Debit,POS Purchase,0112
TXN0001509,2849125844,2025-06-14,12499.17,Credit,Payroll Deposit,0678
TXN0001663,8854103949,2025-01-29,-9575.96,Debit,Outgoing Wire,0501
TXN0004669,4171145325,2025-06-18,-31999.82,Debit,Vendor Payment,0678
TXN0003878,7231121814,2025-06-14,8572.26,Credit,Payroll Deposit,0389
TXN0005293,6774420601,2025-04-30,-42469.06,Debit,Incoming Wire,0245
TXN0004171,3852488310,2025-06-13,-7942.30,Debit,Incoming Wire,0112
TXN0003637,6013927027,2025-02-18,-16709.42,Debit,Vendor Payment,0112
TXN0005241,6405740930,2025-06-03,-41850.86,Debit,POS Purchase,0245
TXN0005381,6422049136,2025-02-28,17156.78,Credit,Check Deposit,0501
TXN0001085,2530592323,2025-06-29,-43509.88,Debit,ATM Cash Withdrawal,0112
TXN0005110,6694574805,2025-01-27,27764.27,Credit,Check Deposit,0501
TXN0001711,9282987725,2025-06-10,1310.52,Credit,Payroll Deposit,0245
TXN0005215,8681760165,2025-02-13,7748.15,Credit,Payroll Deposit,0112
TXN0003802,5900695170,2025-03-16,-24314.77,Debit,Incoming Wire,0245
TXN0005953,4655636924,2025-02-23,-22978.90,Debit,Vendor Payment,0245
TXN0005529,1037417276,2025-03-12,37114.37,Credit,Outgoing Wire,0245
TXN0000975,3612526541,2025-05-26,-33897.51,Debit,Incoming Wire,0245
TXN0005631,4701122193,2025-01-04,-1379.37,Debit,Incoming Wire,0389
TXN0000003,4618196973,2025-06-19,-22502.30,Debit,Incoming Wire,0112
TXN0004409,5124544403,2025-03-15,14795.93,Credit,Payroll Deposit,0245
TXN0004230,8575286471,2025-04-21,41507.04,Credit,Payroll Deposit,0678
TXN0005507,9339760733,2025-01-09,-13502.50,Debit,Outgoing Wire,0678
TXN0003338,7052202576,2025-04-10,3940.44,Credit,Payroll Deposit,0245
TXN0004033,5502085725,2025-03-26,-17467.40,Debit,POS Purchase,0678
TXN0000850,4720375593,2025-03-14,7795.74,Credit,Payroll Deposit,0389
TXN0000903,3945849376,2025-01-23,-10311.74,Debit,Vendor Payment,0501
TXN0004817,3028208186,2025-01-13,38212.33,Credit,Check Deposit,0389
TXN0004156,8488088993,2025-04-08,-6499.60,Debit,Account Transfer,0245
TXN0002665,9805516486,2025-02-08,-33524.52,Debit,POS Purchase,0245
TXN0001653,2192772423,2025-01-09,-39114.27,Debit,Account Transfer,0245
TXN0003553,6848691758,2025-03-03,-39593.91,Debit,POS Purchase,0678
TXN0000259,3704200443,2025-01-18,10184.09,Credit,Check Deposit,0389
TXN0005534,9384545041,2025-02-08,-35583.18,Debit,Outgoing Wire,0245
TXN0005294,9426756825,2025-02-28,-30943.54,Debit,Vendor Payment,0245
TXN0004901,4147508884,2025-03-08,-35494.56,Debit,Vendor Payment,0501
TXN0000065,8723551522,2025-03-02,29598.46,Credit,Check Deposit,0112
TXN0001286,2809989896,2025-03-06,-14976.47,Debit,Incoming Wire,0678
TXN0003833,2838907907,2025-04-11,-26421.69,Debit,Vendor Payment,0245
TXN0005475,1123552023,2025-04-25,6787.32,Credit,Account Transfer,0245
TXN0001716,4477295507,2025-05-08,19578.33,Credit,Payroll Deposit,0112
TXN0003045,1290506105,2025-03-21,-34324.59,Debit,POS Purchase,0678
TXN0003195,8155222177,2025-04-08,-15880.75,Debit,Vendor Payment,0389
TXN0003855,6808687844,2025-05-18,-73.46,Debit,POS Purchase,0245
TXN0005296,1225785514,2025-02-10,17982.77,Credit,Payroll Deposit,0112
TXN0001118,5047255669,2025-03-06,-36740.92,Debit,POS Purchase,0245
TXN0005221,7546772074,2025-04-15,-42831.69,Debit,Account Transfer,0112
TXN0000113,9150547904,2025-06-10,34721.99,Credit,Payroll Deposit,0112
TXN0002142,4732730148,2025-06-16,-39172.25,Debit,Vendor Payment,0389
TXN0002601,8752928694,2025-05-09,-5733.68,Debit,ATM Cash Withdrawal,0389
TXN0001674,6873824541,2025-03-03,-19718.62,Debit,Vendor Payment,0389
TXN0004291,4812900470,2025-01-17,-29464.89,Debit,Vendor Payment,0389
TXN0001220,7990303987,2025-04-06,-32886.54,Debit,Outgoing Wire,0678
TXN0004023,5460860677,2025-02-21,-2483.59,Debit,Vendor Payment,0678
TXN0005702,2432615146,2025-05-17,-12407.43,Debit,Account Transfer,0389
TXN0003473,6777022807,2025-06-10,-24551.03,Debit,ATM Cash Withdrawal,0501
TXN0002826,1821239979,2025-01-29,19635.08,Credit,Account Transfer,0678
TXN0002972,6784190075,2025-02-16,18987.07,Credit,Check Deposit,0678
TXN0002066,8135993628,2025-04-09,17441.25,Credit,Payroll Deposit,0112
TXN0001684,4293919409,2025-06-08,-30680.10,Debit,ATM Cash Withdrawal,0112
TXN0005209,8550229497,2025-03-03,5332.20,Credit,Payroll Deposit,0245
TXN0003110,8820399510,2025-06-24,23574.35,Credit,Incoming Wire,0501
TXN0001193,8557286145,2025-01-11,-11525.71,Debit,ATM Cash Withdrawal,0112
TXN0000621,6992544566,2025-01-17,-8451.13,Debit,ATM Cash Withdrawal,0501
TXN0003468,4115110384,2025-02-25,-19150.21,Debit,Vendor Payment,0501
TXN0005825,7344888604,2025-01-02,9514.37,Credit,Check Deposit,0389
TXN0004758,2788606423,2025-04-09,-40147.71,Debit,Outgoing Wire,0678
TXN0004742,1154978177,2025-01-17,-38092.93,Debit,ATM Cash Withdrawal,0112
TXN0000650,4287881268,2025-06-10,-2027.93,Debit,ATM Cash Withdrawal,0389
TXN0001214,3380997687,2025-02-20,11683.93,Credit,Vendor Payment,0112
TXN0002070,7177545297,2025-06-14,-18631.84,Debit,POS Purchase,0112
TXN0002585,2364848490,2025-01-24,-22388.50,Debit,Vendor Payment,0678
TXN0002613,7458842141,2025-06-15,-17342.25,Debit,Outgoing Wire,0112
TXN0000732,5125507394,2025-04-20,-38875.91,Debit,Incoming Wire,0389
TXN0004246,1392940394,2025-06-19,-34868.09,Debit,POS Purchase,0678
TXN0004398,7022385755,2025-06-23,-9957.89,Debit,POS Purchase,0678
TXN0003067,6933924617,2025-04-12,-42018.61,Debit,ATM Cash Withdrawal,0112
TXN0002750,2299595513,2025-03-25,-5132.35,Debit,Incoming Wire,0245
TXN0002881,2558843472,2025-06-01,-8408.71,Debit,Vendor Payment,0389
