RefNumber,AcctNumber,StatementDate,Amount,TxnType,Memo
TXN0000134,794-182-9992,05/26/2025,"$22,730.62",Internal Transfer,Account Transfer
TXN0003923,471-192-3322,05/26/2025,"$32,051.29",ACH Credit,Payroll Deposit
TXN0001670,237-528-5540,03/15/2025,"($32,683.17)",Wire Transfer,Outgoing Wire
TXN0005516,821-493-3173,22-Jan-2025,"($26,990.21)",Debit Card,POS Purchase
TXN0001296,257-172-0197,13-Jun-2025,"($35,497.10)",Wire Transfer,OUTGOING WIRE
TXN0004746,317-869-3586,01/03/2025,"$35,729.40",Internal Transfer,Account Transfer
TXN0001905,139-492-0309,21-Feb-2025,"($3,621.29)",Wire Transfer,Outgoing Wire
TXN0000854,463-143-6934,03/01/2025,"($22,887.34)",Wire Transfer,Incoming Wire
TXN0000027,395-950-3530,05/24/2025,"($25,155.90)",Wire Transfer,Incoming Wire
TXN0000972, 217-825-0407 ,17-Jun-2025,"($37,056.12)",ACH Debit,VENDOR PAYMENT
TXN0000213,508-170-0854,05/07/2025,"$23,785.33",Check Deposit,Check Deposit
TXN0000780,296-167-8255,16-Jun-2025,"$25,578.82",ACH Credit,PAYROLL DEPOSIT
 TXN0004666,686-298-3857,04/27/2025,"$2,586.75",Internal Transfer,Account Transfer
TXN0000231,637-855-4108,01/10/2025,"($29,479.48)",Wire Transfer,Outgoing Wire
TXN0004211,289-495-3260,05-Jan-2025,"($20,949.77)",Wire Transfer,Incoming Wire
txn0004258,751-156-9550,04/03/2025,"($21,315.26)",ATM Withdrawal,ATM Cash Withdrawal
TXN0001922,368-021-4318,05/20/2025,"($29,169.58)",Wire Transfer,INCOMING WIRE
TXN0003743,871-244-5570,05-Feb-2025,"($3,461.93)",ACH Debit,Vendor Payment
TXN0004863,357-226-5642,06/09/2025,"($17,424.18)",ACH Debit,Vendor Payment
TXN0003016,130-320-6795,04/28/2025,"($41,319.32)",Internal Transfer,Account Transfer
 TXN0002145, 113-736-7896 ,05/17/2025,"$42,948.24",Internal Transfer,Account Transfer
TXN0003113,836-884-1861,03/22/2025,"($2,955.45)",Internal Transfer,Account Transfer
 TXN0004425,151-501-5067,04/19/2025,"$15,247.71",Internal Transfer,Account Transfer
TXN0000801,942-724-0003,01/12/2025,"($44,918.85)",Internal Transfer,Account Transfer
TXN0000600,571-217-5513,21-May-2025,"($16,360.18)",ACH Debit,Vendor Payment
TXN0002681,516-856-3910,06/14/2025,"($4,118.87)",ATM Withdrawal,ATM Cash Withdrawal
 TXN0005607,797-832-1782,04/06/2025,"$35,347.43",ACH Credit,Payroll Deposit
TXN0004958,752-848-0094,25-Feb-2025,"($42,400.91)",ATM Withdrawal,ATM CASH WITHDRAWAL
 TXN0000517,653-334-0472,06/30/2025,"$20,503.90",Internal Transfer,Account Transfer
TXN0004709,179-966-9624,06/11/2025,"$31,405.39",ACH Credit,PAYROLL DEPOSIT
TXN0004121,260-923-1329,04/22/2025,"($24,407.97)",ATM Withdrawal,ATM Cash Withdrawal
TXN0003919,405-017-8638,06/02/2025,"$13,105.61",ACH Credit,Payroll Deposit
 TXN0002081,576-298-7692,13-Jan-2025,"($41,061.62)",Wire Transfer,OUTGOING WIRE
TXN0000674,371-469-2475,19-Jan-2025,"($1,247.08)",Wire Transfer,Outgoing Wire
TXN0002541,977-551-6141,03-Jun-2025,"$20,664.09",Check Deposit,CHECK DEPOSIT
TXN0004490,121-250-3812,02/02/2025,"$17,819.10",ACH Credit,PAYROLL DEPOSIT
TXN0000946,948-295-2406,05/25/2025,"$39,893.96",Check Deposit,Check Deposit
TXN0002360, 201-123-3621 ,22-Jun-2025,"($40,125.26)",Wire Transfer,Outgoing Wire
 TXN0004939,306-294-7744,03/10/2025,"($38,651.76)",Wire Transfer,Outgoing Wire
TXN0004352,240-127-0482,01/09/2025,"$7,123.42",ACH Credit,Payroll Deposit
TXN0002439,240-270-7839,05/28/2025,"($16,930.97)",Debit Card,POS PURCHASE
txn0005283,602-111-8731,22-Mar-2025,"($3,462.96)",ACH Debit,Vendor Payment
TXN0004495,870-320-4038,06/17/2025,"($2,156.16)",Wire Transfer,Incoming Wire
TXN0001238,604-995-0976,30-Apr-2025,"$11,453.25",Check Deposit,Check Deposit
txn0001644,252-705-2314,15-May-2025,"$2,472.21",ACH Credit,PAYROLL DEPOSIT
TXN0003601,640-512-3704,01-Jan-2025,"($30,880.15)",ACH Debit,Vendor Payment
TXN0005104,299-940-5005,04/28/2025,"($36,898.13)",ACH Debit,VENDOR PAYMENT
TXN0005235, 661-654-4781 ,16-Jun-2025,"($27,692.07)",Internal Transfer,ACCOUNT TRANSFER
 TXN0003024,273-958-4296,02-Jan-2025,"($43,321.58)",Wire Transfer,Outgoing Wire
TXN0000097,828-274-8081,05/11/2025,"$4,004.25",Check Deposit,Check Deposit
 TXN0005804,637-345-7567,29-Apr-2025,"($14,623.01)",Wire Transfer,Incoming Wire
TXN0000844,195-759-6327,04/10/2025,"($3,722.77)",Debit Card,POS PURCHASE
TXN0002124,228-626-7426,05/12/2025,"$7,183.75",Check Deposit,CHECK DEPOSIT
TXN0004520,499-719-7534,28-Jun-2025,"($41,340.16)",ATM Withdrawal,ATM Cash Withdrawal
 TXN0005718, 825-544-4629 ,21-Feb-2025,"$31,756.10",ACH Credit,PAYROLL DEPOSIT
 txn0000260,306-009-1930,25-Mar-2025,"($36,120.33)",Wire Transfer,INCOMING WIRE
TXN0003455,497-186-9202,04-Jun-2025,"($44,556.56)",Debit Card,POS Purchase
TXN0004256,958-418-5472,05/11/2025,"$22,171.35",ACH Credit,Payroll Deposit
txn0003486,608-455-5519,27-May-2025,"$16,598.28",ACH Credit,Payroll Deposit
 TXN0005868,755-970-7238,06-May-2025,"($11,122.23)",Wire Transfer,Incoming Wire
TXN0005180,872-746-8025,02-May-2025,"($8,647.73)",Internal Transfer,ACCOUNT TRANSFER
TXN0003368,959-179-4825,04/07/2025,"($5,351.26)",ATM Withdrawal,ATM CASH WITHDRAWAL
TXN0002242, 352-390-0437 ,06/13/2025,"($7,743.33)",ATM Withdrawal,ATM Cash Withdrawal
TXN0003720,153-297-8258,09-May-2025,"($18,214.92)",Debit Card,POS Purchase
txn0005294,942-675-6825,28-Feb-2025,"($30,943.54)",ACH Debit,VENDOR PAYMENT
 TXN0000142,683-058-2792,02/24/2025,"($3,129.30)",Wire Transfer,Incoming Wire
 TXN0002905,276-876-3162,01/18/2025,($199.42),Debit Card,POS Purchase
 TXN0000857,512-722-1266,08-Apr-2025,"($22,403.12)",Wire Transfer,Outgoing Wire
 TXN0002869,708-828-7336,08-Feb-2025,"($16,515.95)",Wire Transfer,INCOMING WIRE
TXN0001984,891-574-1047,05/28/2025,"$17,033.93",ACH Credit,Payroll Deposit
TXN0002984,100-912-8474,22-Jun-2025,"$4,832.69",Internal Transfer,Account Transfer
TXN0001747,228-448-1324,04/20/2025,"($16,620.19)",Wire Transfer,INCOMING WIRE
TXN0002075,977-813-6292,05/09/2025,"($10,257.25)",ATM Withdrawal,ATM Cash Withdrawal
TXN0001061,617-154-6195,06/03/2025,"$25,847.25",Check Deposit,Check Deposit
 TXN0001988,883-817-6887,05/04/2025,"($34,830.11)",ATM Withdrawal,ATM Cash Withdrawal
 TXN0005455,589-094-6740,13-Apr-2025,"($36,736.36)",ATM Withdrawal,ATM Cash Withdrawal
TXN0004381,672-529-5354,06/26/2025,"$2,786.28",Check Deposit,Check Deposit
TXN0003120,566-004-8620,02/04/2025,"($23,366.51)",Wire Transfer,Outgoing Wire
TXN0004604,414-827-7759,01/24/2025,"$38,041.68",ACH Credit,Payroll Deposit
 txn0002315,303-893-2482,04/21/2025,"$10,471.16",Check Deposit,CHECK DEPOSIT
TXN0002551,486-493-1245,03/05/2025,"($34,460.56)",Wire Transfer,Outgoing Wire
TXN0004011,747-818-5233,06/23/2025,"($9,013.11)",ACH Debit,Vendor Payment
TXN0005854,966-601-0211,03/04/2025,"$35,957.21",Internal Transfer,Account Transfer
TXN0000241,267-220-3765,01/08/2025,"$30,063.50",Check Deposit,Check Deposit
TXN0002906, 454-115-5909 ,01/14/2025,"$30,981.18",Internal Transfer,ACCOUNT TRANSFER
TXN0002023, 839-501-1709 ,16-Jan-2025,"($17,476.95)",ACH Debit,VENDOR PAYMENT
 TXN0005565,842-827-8438,04-Mar-2025,"$4,537.94",Check Deposit,Check Deposit
TXN0005933,546-126-5827,24-Apr-2025,"$11,681.84",ACH Credit,PAYROLL DEPOSIT
 TXN0004603,687-471-4000,03/17/2025,"($27,695.89)",Wire Transfer,Outgoing Wire
txn0003834, 757-186-8991 ,06/20/2025,"($33,184.32)",ATM Withdrawal,ATM CASH WITHDRAWAL
txn0002570,108-102-8093,06/26/2025,"$36,913.27",ACH Credit,Payroll Deposit
TXN0003411,228-166-3891,03/20/2025,$467.68,Check Deposit,Check Deposit
txn0005266,862-349-3652,11-Apr-2025,"($3,668.52)",Debit Card,POS Purchase
txn0000384,352-540-4975,03/23/2025,"($16,262.93)",ATM Withdrawal,ATM Cash Withdrawal
TXN0000812,277-193-1587,08-Jan-2025,"($32,305.41)",Internal Transfer,Account Transfer
TXN0002084,157-892-7902,10-May-2025,"$4,437.76",ACH Credit,PAYROLL DEPOSIT
TXN0001606,333-350-7516,03/31/2025,"($13,671.81)",Debit Card,POS Purchase
 TXN0001672,403-801-7814,12-Apr-2025,"($17,677.87)",Wire Transfer,Incoming Wire
TXN0001498,523-528-8495,01/20/2025,"$4,566.91",ACH Credit,Payroll Deposit
 TXN0005878,744-975-6859,10-Apr-2025,"($13,847.72)",Debit Card,POS Purchase
TXN0001294,155-373-1733,02-Mar-2025,"$4,118.66",Check Deposit,Check Deposit
 TXN0004473,800-090-9541,20-May-2025,"$9,597.85",Check Deposit,Check Deposit
TXN0001624,117-744-6556,30-Jan-2025,"$40,067.37",Check Deposit,Check Deposit
TXN0004700,471-201-7905,04-May-2025,"($32,314.83)",ATM Withdrawal,ATM Cash Withdrawal
TXN0005096,969-325-1574,15-Mar-2025,"($9,937.22)",Wire Transfer,Incoming Wire
txn0001868,425-400-5848,14-Feb-2025,"($18,671.40)",ACH Debit,Vendor Payment
 TXN0000400,295-024-1516,03/28/2025,"$13,103.21",Check Deposit,CHECK DEPOSIT
TXN0004270,295-330-5820,02-Apr-2025,"($38,499.56)",Debit Card,POS Purchase
TXN0005360,731-325-3920,02/06/2025,"($1,276.74)",Wire Transfer,INCOMING WIRE
TXN0002941,629-620-7178,04/26/2025,"$16,421.03",ACH Credit,Payroll Deposit
TXN0000397,347-229-7223,01/15/2025,"($23,418.62)",ACH Debit,Vendor Payment
TXN0000868,926-997-2503,03/28/2025,"$38,826.12",ACH Credit,Payroll Deposit
TXN0001016,254-277-6190,06/05/2025,"($11,111.10)",Wire Transfer,INCOMING WIRE
TXN0001160,915-515-7025,03/17/2025,($387.03),Internal Transfer,Account Transfer
TXN0001595,110-523-9620,03/07/2025,"($32,240.36)",ATM Withdrawal,ATM Cash Withdrawal
TXN0002910,425-928-4910,04/23/2025,"($28,996.70)",Wire Transfer,Incoming Wire
TXN0004886,256-124-0173,23-Apr-2025,"$21,680.92",Internal Transfer,ACCOUNT TRANSFER
TXN0003688, 113-094-5600 ,20-Jun-2025,"$40,457.26",Check Deposit,CHECK DEPOSIT
TXN0005164, 252-822-4544 ,06/29/2025,"($34,703.01)",ACH Debit,Vendor Payment
TXN0002675,723-388-8338,06/24/2025,"($24,217.72)",Wire Transfer,OUTGOING WIRE
TXN0000389,716-183-2140,10-Jan-2025,"($44,424.46)",Internal Transfer,ACCOUNT TRANSFER
txn0001856,757-585-0774,04/14/2025,"$7,952.93",ACH Credit,PAYROLL DEPOSIT
TXN0000864,416-299-4490,05/23/2025,"$26,547.26",ACH Credit,Payroll Deposit
TXN0003613,922-319-3688,03/27/2025,"($14,018.29)",ATM Withdrawal,ATM Cash Withdrawal
TXN0000814,202-082-1600,09-Jun-2025,"($9,776.52)",Internal Transfer,Account Transfer
TXN0002251,855-044-6786,05/20/2025,"$34,774.64",ACH Credit,PAYROLL DEPOSIT
TXN0003916,614-200-2655,19-Jun-2025,"$10,499.46",ACH Credit,Payroll Deposit
TXN0002933,549-331-3762,01-Jun-2025,"($15,937.72)",Debit Card,POS PURCHASE
txn0005600,878-631-4750,10-Feb-2025,"($14,812.85)",Wire Transfer,Outgoing Wire
txn0001782,159-696-5331,04/16/2025,"$19,594.65",ACH Credit,Payroll Deposit
 TXN0005163,904-904-1799,06/30/2025,"$23,532.33",Internal Transfer,ACCOUNT TRANSFER
txn0000910,396-975-3415,01/28/2025,"($37,659.88)",Internal Transfer,ACCOUNT TRANSFER
TXN0002410,934-724-1347,19-Feb-2025,"($4,882.41)",Wire Transfer,INCOMING WIRE
TXN0003674,791-453-0253,27-May-2025,"($34,178.98)",ACH Debit,Vendor Payment
TXN0004288,322-486-1707,06/30/2025,"($40,198.67)",Internal Transfer,Account Transfer
txn0000631,983-116-0729,07-May-2025,"($29,245.28)",ATM Withdrawal,ATM Cash Withdrawal
TXN0003578, 707-962-2779 ,01/15/2025,"$11,818.12",ACH Credit,Payroll Deposit
TXN0005451,413-225-8934,06/30/2025,"($33,537.63)",ATM Withdrawal,ATM Cash Withdrawal
TXN0000667,511-611-0648,05/14/2025,"($38,753.62)",ACH Debit,Vendor Payment
TXN0000248,642-618-6351,02/03/2025,"($2,668.09)",Wire Transfer,Outgoing Wire
TXN0001500,708-676-2538,02/05/2025,"($23,221.12)",ATM Withdrawal,ATM CASH WITHDRAWAL
TXN0000713,603-585-1729,05/31/2025,"($11,310.32)",Debit Card,POS PURCHASE
TXN0004765,877-551-8600,06/27/2025,"($18,836.26)",Debit Card,POS PURCHASE
TXN0003101,629-459-5452,06/05/2025,"$5,027.34",Internal Transfer,ACCOUNT TRANSFER
TXN0005715,919-853-8226,03/23/2025,"($36,971.80)",Wire Transfer,INCOMING WIRE
TXN0002519,407-434-0434,05/04/2025,"$19,260.49",ACH Credit,Payroll Deposit
 TXN0000915, 724-754-0770 ,06-Apr-2025,"($32,505.55)",ATM Withdrawal,ATM Cash Withdrawal
TXN0001459,898-085-0083,24-Jan-2025,"($27,780.51)",Debit Card,POS PURCHASE
 TXN0002759,688-585-1098,05/27/2025,"($38,742.46)",Debit Card,POS Purchase
TXN0005832, 932-089-0119 ,06/23/2025,"($11,317.79)",ACH Debit,Vendor Payment
txn0000784, 280-881-2401 ,16-Jan-2025,"($17,989.01)",Wire Transfer,INCOMING WIRE
TXN0003982,714-141-7657,06-Jan-2025,"($5,280.94)",Wire Transfer,Outgoing Wire
TXN0000358,735-267-8864,05/14/2025,"$35,171.11",Check Deposit,Check Deposit
TXN0003920,168-620-1552,01/07/2025,"$43,691.63",ACH Debit,Vendor Payment
TXN0001894,186-351-4106,17-May-2025,"($1,575.86)",Wire Transfer,Outgoing Wire
txn0004220,155-459-7583,01/18/2025,"($17,922.42)",Internal Transfer,Account Transfer
TXN0003059,318-999-1760,02/23/2025,"($34,897.43)",Wire Transfer,Outgoing Wire
txn0001387,304-764-4165,02/09/2025,"$4,091.95",ACH Credit,Payroll Deposit
FEE00063,542-594-0194,05/19/2025,($70.46),Service Charge,Overdraft Fee
fee00031,349-661-6618,30-Jan-2025,$35.78,Interest Payment,Interest Credit
TXN0003918,527-887-5681,02-Feb-2025,"$12,323.66",ACH Credit,Payroll Deposit
TXN0002719,686-262-6821,18-Mar-2025,"($39,338.89)",Wire Transfer,Incoming Wire
TXN0001656,249-282-6269,05/22/2025,"($14,318.81)",Wire Transfer,OUTGOING WIRE
TXN0001816,409-679-6205,04/15/2025,"($37,748.29)",Internal Transfer,Account Transfer
 TXN0003108,960-888-6678,06/26/2025,"($39,568.35)",Debit Card,POS PURCHASE
TXN0005657,117-194-9063,08-Mar-2025,"($15,948.49)",ATM Withdrawal,ATM CASH WITHDRAWAL
TXN0000268,600-160-4498,05/02/2025,"($40,884.55)",Wire Transfer,Incoming Wire
TXN0000096,745-840-1271,02/15/2025,"$3,287.30",Check Deposit,Check Deposit
TXN0001823,285-635-9774,03/08/2025,"($26,964.88)",ACH Debit,Vendor Payment
TXN0001779,522-634-1114,03/06/2025,"($12,297.51)",Internal Transfer,ACCOUNT TRANSFER
txn0004465, 634-295-9104 ,02/13/2025,"($13,832.75)",ACH Debit,VENDOR PAYMENT
txn0001828,370-648-3630,02/04/2025,"($23,653.42)",Wire Transfer,Outgoing Wire
txn0000948,757-125-6392,12-Jan-2025,"$16,176.76",Internal Transfer,Account Transfer
TXN0004630,796-382-7641,05/13/2025,"($15,163.09)",ACH Debit,Vendor Payment
TXN0002365,464-700-7715,02-May-2025,"($3,191.12)",Internal Transfer,Account Transfer
TXN0003940,368-189-2453,04/26/2025,"$43,360.45",ACH Credit,Payroll Deposit
TXN0005855,887-133-8062,02/10/2025,"($21,198.30)",Debit Card,POS Purchase
TXN0001142,732-897-2890,02/26/2025,"($16,716.14)",Wire Transfer,Outgoing Wire
TXN0002776,899-464-7004,03/10/2025,"($22,254.87)",ACH Debit,VENDOR PAYMENT
TXN0001604,315-383-0778,03/23/2025,"($23,071.09)",Debit Card,POS Purchase
TXN0000453,641-686-5095,02-Jan-2025,"$23,337.40",Check Deposit,Check Deposit
TXN0005375,125-502-7829,04/20/2025,"($28,670.76)",Wire Transfer,Outgoing Wire
TXN0000093,780-707-5286,01/17/2025,"$2,733.28",ACH Credit,PAYROLL DEPOSIT
txn0000070,456-371-1754,02-May-2025,"($38,868.96)",Internal Transfer,Account Transfer
TXN0000081,981-959-9565,05/08/2025,"$18,157.92",ACH Credit,Payroll Deposit
TXN0001256,542-992-7559,06-Mar-2025,"($37,059.72)",ACH Debit,VENDOR PAYMENT
TXN0002837,184-091-9374,22-Jan-2025,"$1,593.92",Check Deposit,Check Deposit
TXN0003394,223-516-8001,05/01/2025,"$26,130.67",ACH Debit,Vendor Payment
TXN0004492,149-312-4942,01/01/2025,"($38,369.77)",ACH Debit,VENDOR PAYMENT
 TXN0000902,686-758-3384,07-Apr-2025,"($2,535.19)",ACH Debit,Vendor Payment
TXN0000702,689-156-0495,01/23/2025,"($20,581.07)",Debit Card,POS PURCHASE
TXN0001449,324-218-9691,02/07/2025,"($20,198.02)",Wire Transfer,Outgoing Wire
TXN0003933,361-166-0648,05/06/2025,"($31,891.98)",Debit Card,POS PURCHASE
TXN0002914,867-912-4243,06-Jan-2025,"($43,602.93)",Debit Card,POS Purchase
TXN0003029,948-934-3629,04/12/2025,"($24,574.04)",Wire Transfer,OUTGOING WIRE
txn0003426,366-275-5863,03/10/2025,"($29,892.98)",Wire Transfer,Incoming Wire
TXN0003404,186-213-7478,03/02/2025,"($24,740.33)",ATM Withdrawal,ATM CASH WITHDRAWAL
TXN0001264,128-037-7530,28-Mar-2025,"($15,221.35)",Internal Transfer,Account Transfer
TXN0003268,500-211-1015,04/09/2025,"($19,082.31)",ACH Debit,VENDOR PAYMENT
TXN0000037,999-901-4859,04/29/2025,"$42,818.48",ACH Credit,Payroll Deposit
TXN0005848,783-787-1094,04/21/2025,"$33,104.12",ACH Credit,PAYROLL DEPOSIT
TXN0001766,890-951-7868,12-Jan-2025,"($44,002.99)",Internal Transfer,Account Transfer
txn0005434,597-693-2616,03/29/2025,"($41,709.27)",ATM Withdrawal,ATM Cash Withdrawal
TXN0003150,395-098-1854,05/16/2025,"($36,163.94)",ACH Debit,Vendor Payment
TXN0005374,176-530-5524,22-Mar-2025,"($22,923.95)",ACH Debit,Vendor Payment
TXN0005252,164-234-5839,02/03/2025,"($39,064.44)",Wire Transfer,OUTGOING WIRE
txn0003744,486-401-8332,10-Mar-2025,"($7,496.34)",Wire Transfer,INCOMING WIRE
TXN0002302,779-437-1289,06/02/2025,"$17,047.62",ACH Credit,Payroll Deposit
TXN0001810,636-253-1960,01/13/2025,"($40,249.05)",Debit Card,POS PURCHASE
TXN0004272,857-157-6505,01-Jun-2025,"($10,355.42)",ACH Debit,Vendor Payment
TXN0003079,188-981-3171,01/04/2025,"$22,031.57",Internal Transfer,Account Transfer
TXN0003076,405-925-2825,02/17/2025,"($37,304.14)",ACH Debit,Vendor Payment
TXN0001542,327-737-6673,02-Feb-2025,"($41,851.98)",ACH Debit,Vendor Payment
 TXN0004995, 282-906-5719 ,05/18/2025,"$22,416.50",ACH Credit,Payroll Deposit
TXN0001857,124-759-3284,22-Feb-2025,"($21,334.60)",Debit Card,POS Purchase
TXN0003021,352-020-9517,01/17/2025,"($4,658.83)",Wire Transfer,OUTGOING WIRE
 TXN0005256, 463-840-5204 ,05/16/2025,"$42,849.38",ACH Credit,Payroll Deposit
 TXN0000150,843-404-6217,04/05/2025,"($7,032.23)",ACH Debit,Vendor Payment
TXN0004636,409-515-9537,02/28/2025,"($22,758.53)",ATM Withdrawal,ATM Cash Withdrawal
TXN0001104,255-675-6237,04/01/2025,"($17,834.80)",ACH Debit,Vendor Payment
txn0004740,566-277-7112,02/15/2025,"($26,487.15)",ACH Debit,VENDOR PAYMENT
TXN0001716,447-729-5507,08-May-2025,"$19,578.33",ACH Credit,Payroll Deposit
TXN0002802,352-310-8783,05/26/2025,"($8,513.16)",Wire Transfer,Incoming Wire
TXN0000557,730-171-7844,06/13/2025,"($11,496.90)",ATM Withdrawal,ATM Cash Withdrawal
TXN0002864,424-934-5449,07-May-2025,"$41,309.49",Internal Transfer,Account Transfer
TXN0000284,392-290-5846,05/12/2025,"$17,710.88",ACH Credit,Payroll Deposit
TXN0005230,332-547-5552,04/28/2025,"$35,986.99",ACH Credit,Payroll Deposit
TXN0000199,504-677-4809,01/07/2025,"($2,466.76)",Debit Card,POS PURCHASE
TXN0000043,918-467-5510,15-Jun-2025,"($28,719.62)",ATM Withdrawal,ATM Cash Withdrawal
TXN0004682,421-211-7822,03/03/2025,"($36,594.70)",ATM Withdrawal,ATM Cash Withdrawal
TXN0003892,590-597-3688,01/08/2025,"$20,186.11",ACH Credit,PAYROLL DEPOSIT
TXN0001036,269-031-8093,21-Feb-2025,"($40,570.61)",ATM Withdrawal,ATM Cash Withdrawal
TXN0000866,805-288-6911,03/23/2025,"($17,267.43)",Debit Card,POS Purchase
TXN0003932,593-232-2771,19-Jun-2025,"($18,452.60)",ATM Withdrawal,ATM Cash Withdrawal
 txn0001174,343-451-7632,02/27/2025,"$6,581.73",ACH Credit,Payroll Deposit
TXN0002629,538-195-3593,29-Apr-2025,"($17,722.20)",Debit Card,POS PURCHASE
TXN0004891,535-512-8501,04/06/2025,"$33,382.80",ACH Credit,Payroll Deposit
TXN0000234,610-955-7218,09-Jan-2025,"$24,429.40",ACH Credit,Payroll Deposit
TXN0003010,872-600-5289,06-Jun-2025,"$37,248.83",ACH Credit,PAYROLL DEPOSIT
TXN0004901,414-750-8884,08-Mar-2025,"($35,494.56)",ACH Debit,Vendor Payment
TXN0004875,692-768-1642,04/17/2025,"$5,793.14",Wire Transfer,INCOMING WIRE
txn0004722,957-419-0266,11-Mar-2025,"($6,800.58)",Wire Transfer,Incoming Wire
 TXN0004065,444-008-0672,06/24/2025,"$23,299.82",Check Deposit,Check Deposit
TXN0002497,518-763-3737,16-Apr-2025,"($28,928.15)",Debit Card,POS Purchase
TXN0001669,765-147-9454,01-Jan-2025,"$37,827.21",ACH Credit,PAYROLL DEPOSIT
TXN0003339,312-111-6274,04/14/2025,"($30,627.24)",ACH Debit,VENDOR PAYMENT
TXN0003393,811-208-9027,06/30/2025,"$1,768.88",ACH Credit,Payroll Deposit
txn0005389,184-666-8589,05-May-2025,"($39,383.49)",Internal Transfer,Account Transfer
txn0002982,324-113-6017,02/12/2025,"$2,028.05",ACH Debit,Vendor Payment
TXN0002895, 487-566-8680 ,02/16/2025,"($3,747.64)",Debit Card,POS Purchase
TXN0002509,856-244-1782,11-Apr-2025,"($2,980.03)",ATM Withdrawal,ATM Cash Withdrawal
TXN0002160,963-518-2434,06/24/2025,"($18,139.36)",Wire Transfer,Outgoing Wire
 txn0003222,407-526-3886,06/20/2025,"($10,122.17)",ACH Debit,Vendor Payment
TXN0002309, 986-740-7646 ,01/22/2025,"($37,949.09)",Wire Transfer,OUTGOING WIRE
TXN0000232,693-120-1782,03/23/2025,"$42,082.05",ACH Debit,VENDOR PAYMENT
TXN0000371,986-154-2643,03-May-2025,"$1,105.38",Check Deposit,Check Deposit
TXN0000354,864-569-6919,07-Apr-2025,"($28,240.59)",ACH Debit,Vendor Payment
TXN0000682,295-263-1517,01/18/2025,"$19,882.34",Check Deposit,Check Deposit
txn0001179,120-429-5844,04-Mar-2025,"$32,675.25",ACH Credit,Payroll Deposit
TXN0004378,352-016-9597,30-Apr-2025,"($5,803.32)",ACH Debit,Vendor Payment
TXN0000318,630-842-5671,28-Jan-2025,"($14,067.33)",ACH Debit,Vendor Payment
TXN0002552,551-480-2954,03-Jun-2025,"($20,407.72)",ACH Debit,Vendor Payment
 TXN0003229,376-886-3803,01/22/2025,"($36,613.78)",ATM Withdrawal,ATM CASH WITHDRAWAL
TXN0003521, 558-155-2089 ,02/02/2025,"$40,401.66",Internal Transfer,ACCOUNT TRANSFER
TXN0004676,518-168-0468,04/12/2025,"($14,029.73)",Debit Card,POS Purchase
 txn0004074,801-420-5722,01-Feb-2025,"($20,236.05)",Wire Transfer,Outgoing Wire
TXN0005289,227-291-8723,01/03/2025,"($10,468.32)",ATM Withdrawal,ATM Cash Withdrawal
 TXN0002924,390-611-3209,09-May-2025,$158.73,ACH Credit,Payroll Deposit
 txn0005734,851-133-9234,01/01/2025,"($18,644.85)",Wire Transfer,Outgoing Wire
TXN0000445,516-960-5796,05/22/2025,"($36,255.29)",Wire Transfer,OUTGOING WIRE
TXN0002531,420-457-0965,05/06/2025,"$1,723.66",Internal Transfer,Account Transfer
TXN0002970,778-151-4679,13-Mar-2025,"$3,498.33",ACH Credit,PAYROLL DEPOSIT
txn0001491,471-561-5954,02/17/2025,"$17,325.62",ACH Credit,Payroll Deposit
TXN0005188,229-872-7872,13-Feb-2025,"$1,649.85",ACH Credit,Payroll Deposit
TXN0000675,523-259-9576,04-Feb-2025,"($44,939.27)",Debit Card,POS Purchase
TXN0004816,173-172-7668,02/08/2025,"$15,014.92",ACH Credit,Payroll Deposit
TXN0002724,397-729-5214,14-Jun-2025,"($41,868.04)",Wire Transfer,Outgoing Wire
TXN0000172,864-481-3959,03/30/2025,"($30,887.04)",Wire Transfer,Incoming Wire
TXN0002436,364-139-3537,23-May-2025,"$27,669.97",ACH Credit,Payroll Deposit
TXN0002134,895-411-2207,24-Apr-2025,"($34,115.47)",Wire Transfer,Incoming Wire
TXN0002770,381-434-2001,01/20/2025,"$40,247.15",Check Deposit,Check Deposit
TXN0004213,714-427-5137,29-Jun-2025,"$6,889.83",Check Deposit,Check Deposit
txn0001943,204-373-7138,13-Jun-2025,"$3,416.76",ACH Credit,Payroll Deposit
TXN0001193,855-728-6145,01/12/2025,"($11,525.71)",ATM Withdrawal,ATM Cash Withdrawal
 txn0003463,297-759-4871,02/20/2025,"($5,028.39)",Wire Transfer,Incoming Wire
txn0005229,451-446-0541,29-Jan-2025,"($2,314.83)",Debit Card,POS PURCHASE
TXN0003003,774-625-1197,05/15/2025,"($37,119.61)",ACH Debit,Vendor Payment
 TXN0000774,887-933-8407,02/20/2025,"($3,816.04)",Internal Transfer,ACCOUNT TRANSFER
txn0005750,300-846-8947,04/12/2025,"($12,128.31)",ACH Debit,VENDOR PAYMENT
TXN0002918,469-062-2024,03/25/2025,"($23,955.38)",Internal Transfer,ACCOUNT TRANSFER
TXN0003276,512-272-6010,01/04/2025,"($7,656.66)",Internal Transfer,ACCOUNT TRANSFER
TXN0005964,557-033-9927,04/07/2025,"($1,111.86)",ACH Debit,VENDOR PAYMENT
TXN0003499,356-185-6688,13-Jan-2025,"$16,503.83",ACH Credit,Payroll Deposit
